date,Owners,Price,PriceChangeTo,discount
2015-04-01,539000,0.0,19.99,
2015-06-11,566000,19.99,6.79,33.97
2015-06-17,584000,6.79,2.39,35.2
2015-06-18,585000,2.39,6.79,284.1
2015-06-22,585000,6.79,19.99,294.4
2015-06-28,592000,19.99,2.39,11.96
2015-06-30,592000,2.39,19.99,836.4
2015-10-29,649000,19.99,7.99,39.97
2015-11-02,648000,7.99,19.99,250.19
2015-11-25,640000,19.99,9.99,49.97
2015-12-01,644000,9.99,19.99,200.1
2015-12-22,639000,19.99,5.99,29.96
2016-01-04,644000,5.99,19.99,333.72
2016-06-23,645000,19.99,3.99,19.96
2016-07-04,660000,3.99,19.99,501.0
2016-07-30,671000,19.99,3.99,19.96
2016-08-01,667000,3.99,19.99,501.0
2016-10-28,685000,19.99,9.99,49.97
2016-11-01,690000,9.99,19.99,200.1
2016-11-23,694000,19.99,7.99,39.97
2016-11-29,690000,7.99,19.99,250.19
2016-12-22,711000,19.99,4.99,24.96
2017-01-02,711000,4.99,19.99,400.6
2017-06-22,693000,19.99,4.99,24.96
2017-07-05,702000,4.99,19.99,400.6
2017-08-14,715000,19.99,4.49,22.46
2017-08-21,728000,4.49,14.99,333.85
2017-10-26,728000,14.99,5.99,39.96
2017-11-01,715000,5.99,14.99,250.25
2017-11-22,723000,14.99,4.49,29.95
2017-11-28,717000,4.49,14.99,333.85
2017-12-21,721000,14.99,2.99,19.95
2018-01-04,742000,2.99,14.99,501.34
2018-02-13,714000,14.99,4.94,32.96
2018-02-19,699000,4.94,14.99,303.44
2018-04-12,709000,14.99,7.49,49.97
2018-04-16,710000,7.49,14.99,200.13
2018-06-20,650000,14.99,4.94,32.96
2018-07-05,650000,4.94,14.99,303.44
2018-10-11,650000,14.99,7.49,49.97
2018-10-18,651000,7.49,14.99,200.13
2018-10-29,651000,14.99,5.99,39.96
2018-11-01,651000,5.99,14.99,250.25
2018-11-21,651000,14.99,3.74,24.95
2018-11-27,652000,3.74,14.99,400.8
2018-12-10,653000,14.99,3.0,20.01
2018-12-12,653000,3.0,14.99,499.67
2018-12-20,654000,14.99,2.99,19.95
2019-01-03,655000,2.99,14.99,501.34
2019-02-04,656000,14.99,7.49,49.97
2019-02-11,656000,7.49,14.99,200.13
2019-02-27,656000,14.99,7.49,49.97
2019-03-03,656000,7.49,14.99,200.13
2019-04-16,657000,14.99,4.49,29.95
2019-04-23,657000,4.49,14.99,333.85
2019-06-25,659000,14.99,5.99,39.96
2019-07-08,661000,5.99,14.99,250.25
2019-10-07,660000,14.99,5.99,39.96
2019-10-14,660000,5.99,14.99,250.25
2019-10-27,660000,14.99,5.09,33.96
2019-11-01,268000,5.09,14.99,294.5
2019-11-07,660000,14.99,3.74,24.95
2019-11-11,661000,3.74,14.99,400.8
2019-11-26,661000,14.99,3.74,24.95
2019-12-03,661000,3.74,14.99,400.8
2019-12-19,662000,14.99,2.99,19.95
2020-01-02,662000,2.99,14.99,501.34
2020-01-23,605000,14.99,7.49,49.97
2020-01-27,595000,7.49,14.99,200.13
2020-02-11,584000,14.99,7.49,49.97
2020-02-14,584000,7.49,14.99,200.13
2020-04-23,586000,14.99,7.49,49.97
2020-04-26,587000,7.49,14.99,200.13
2020-05-10,587000,14.99,7.49,49.97
2020-05-18,588000,7.49,14.99,200.13
2020-06-09,588000,14.99,7.49,49.97
2020-07-09,587000,7.49,14.99,200.13
2020-08-20,588000,14.99,8.24,54.97
2020-08-24,232000,8.24,14.99,181.92
2020-10-07,589000,14.99,7.49,49.97
2020-10-14,589000,7.49,14.99,200.13
2020-10-29,589000,14.99,7.49,49.97
2020-11-02,144000,7.49,14.99,200.13
2020-11-25,589000,14.99,7.49,49.97
2020-12-01,589000,7.49,14.99,200.13
2020-12-22,233000,14.99,2.99,19.95
2021-01-05,590000,2.99,14.99,501.34
2021-02-11,591000,14.99,7.49,49.97
2021-02-15,591000,7.49,14.99,200.13
2021-03-25,575000,14.99,5.99,39.96
2021-03-29,575000,5.99,14.99,250.25
2021-06-09,577000,14.99,5.99,39.96
2021-07-08,578000,5.99,14.99,250.25
2021-10-28,579000,14.99,5.24,34.96
2021-11-01,579000,5.24,14.99,286.07
2021-11-24,579000,14.99,5.24,34.96
2021-11-30,579000,5.24,14.99,286.07
2021-12-22,579000,14.99,3.74,24.95
2022-01-05,580000,3.74,14.99,400.8
2022-01-26,580000,14.99,7.49,49.97
2022-02-03,580000,7.49,14.99,200.13
2022-03-02,581000,14.99,7.49,49.97
2022-03-16,581000,7.49,14.99,200.13
2022-04-18,580000,14.99,5.99,39.96
2022-04-25,581000,5.99,14.99,250.25
2022-05-30,580000,14.99,5.99,39.96
2022-06-06,581000,5.99,14.99,250.25
2022-06-23,581000,14.99,4.94,32.96
2022-07-07,581000,4.94,14.99,303.44
2022-08-01,581000,14.99,5.99,39.96
2022-08-08,581000,5.99,14.99,250.25
2022-09-05,581000,14.99,5.99,39.96
2022-09-12,581000,5.99,14.99,250.25
