date,Owners,Price,PriceChangeTo,discount
2017-04-11,2000,33.99,39.99,117.65
2017-06-12,2000,39.99,33.99,85.0
2017-06-19,3000,33.99,39.99,117.65
2017-06-22,4000,39.99,19.99,49.99
2017-07-05,4000,19.99,39.99,200.05
2017-08-14,6000,39.99,9.99,24.98
2017-08-21,7000,9.99,39.99,400.3
2017-08-24,9000,39.99,29.99,74.99
2017-10-16,10000,29.99,7.49,24.97
2017-10-23,11000,7.49,29.99,400.4
2017-10-26,12000,29.99,7.49,24.97
2017-11-01,14000,7.49,29.99,400.4
2017-11-23,15000,29.99,7.49,24.97
2017-11-29,15000,7.49,29.99,400.4
2017-12-21,15000,29.99,7.49,24.97
2018-01-04,17000,7.49,29.99,400.4
2018-01-07,18000,29.99,7.49,24.97
2018-01-15,18000,7.49,29.99,400.4
2018-02-15,17000,29.99,5.99,19.97
2018-02-19,20000,5.99,29.99,500.67
2018-03-12,22000,29.99,7.49,24.97
2018-03-19,22000,7.49,29.99,400.4
2018-05-14,28000,29.99,5.99,19.97
2018-05-21,35000,5.99,29.99,500.67
2018-06-21,33000,29.99,4.49,14.97
2018-07-05,41000,4.49,29.99,667.93
2018-07-16,42000,29.99,5.99,19.97
2018-07-23,43000,5.99,29.99,500.67
2018-09-17,44000,29.99,5.99,19.97
2018-09-24,46000,5.99,29.99,500.67
2018-10-29,51000,29.99,4.49,14.97
2018-11-01,57000,4.49,29.99,667.93
2018-11-21,58000,29.99,4.49,14.97
2018-11-27,70000,4.49,29.99,667.93
2018-12-20,74000,29.99,4.49,14.97
2019-01-03,91000,4.49,29.99,667.93
2019-01-07,89000,29.99,4.49,14.97
2019-01-14,109000,4.49,29.99,667.93
2019-02-04,100000,29.99,5.99,19.97
2019-02-11,115000,5.99,29.99,500.67
2019-03-11,129000,29.99,5.99,19.97
2019-03-18,129000,5.99,29.99,500.67
2019-05-13,147000,29.99,5.99,19.97
2019-05-28,167000,5.99,29.99,500.67
2019-06-25,174000,29.99,4.49,14.97
2019-07-09,193000,4.49,29.99,667.93
2019-07-15,195000,29.99,5.99,19.97
2019-07-29,203000,5.99,29.99,500.67
2019-09-09,207000,29.99,5.99,19.97
2019-09-23,210000,5.99,29.99,500.67
2019-10-28,210000,29.99,5.99,19.97
2019-11-01,105000,5.99,29.99,500.67
2019-11-04,211000,29.99,5.99,19.97
2019-11-18,213000,5.99,29.99,500.67
2019-11-26,214000,29.99,5.99,19.97
2019-12-03,215000,5.99,29.99,500.67
2019-12-19,216000,29.99,5.99,19.97
2020-01-02,218000,5.99,29.99,500.67
2020-01-06,219000,29.99,5.99,19.97
2020-01-20,212000,5.99,29.99,500.67
2020-01-23,205000,29.99,5.99,19.97
2020-01-26,207000,5.99,29.99,500.67
2020-03-02,203000,29.99,5.99,19.97
2020-03-16,211000,5.99,29.99,500.67
2020-04-28,212000,29.99,5.99,19.97
2020-05-11,218000,5.99,29.99,500.67
2020-06-25,209000,29.99,5.99,19.97
2020-07-09,223000,5.99,29.99,500.67
2020-07-13,223000,29.99,5.99,19.97
2020-07-27,226000,5.99,29.99,500.67
2020-09-07,224000,29.99,5.99,19.97
2020-09-21,105000,5.99,29.99,500.67
2020-10-29,231000,29.99,5.99,19.97
2020-11-16,106000,5.99,29.99,500.67
2020-11-25,237000,29.99,5.99,19.97
2020-12-01,238000,5.99,29.99,500.67
2020-12-22,232000,29.99,5.99,19.97
2021-01-05,246000,5.99,29.99,500.67
2021-01-11,236000,29.99,5.99,19.97
2021-01-25,249000,5.99,29.99,500.67
2021-02-12,233000,29.99,5.99,19.97
2021-02-14,233000,5.99,29.99,500.67
2021-03-08,252000,29.99,5.99,19.97
2021-03-22,248000,5.99,29.99,500.67
2021-05-03,238000,29.99,5.99,19.97
2021-05-17,261000,5.99,29.99,500.67
2021-06-24,231000,29.99,5.99,19.97
2021-07-08,244000,5.99,29.99,500.67
2021-07-12,232000,29.99,5.99,19.97
2021-07-26,248000,5.99,29.99,500.67
2021-09-13,239000,29.99,5.99,19.97
2021-09-27,245000,5.99,29.99,500.67
2021-10-28,246000,29.99,5.99,19.97
2021-11-01,244000,5.99,29.99,500.67
2021-11-02,245000,29.99,5.99,19.97
2021-11-22,250000,5.99,29.99,500.67
2021-11-24,250000,29.99,5.99,19.97
2021-12-01,244000,5.99,29.99,500.67
2021-12-22,243000,29.99,5.99,19.97
2022-01-05,246000,5.99,29.99,500.67
2022-01-10,250000,29.99,5.99,19.97
2022-01-24,253000,5.99,29.99,500.67
2022-01-27,248000,29.99,7.49,24.97
2022-02-03,253000,7.49,29.99,400.4
2022-03-07,234000,29.99,5.99,19.97
2022-03-21,261000,5.99,29.99,500.67
2022-04-18,237000,29.99,5.99,19.97
2022-05-02,246000,5.99,29.99,500.67
2022-05-29,237000,29.99,5.99,19.97
2022-06-13,245000,5.99,29.99,500.67
2022-06-23,239000,29.99,5.99,19.97
2022-07-07,239000,5.99,29.99,500.67
2022-07-10,239000,29.99,5.99,19.97
2022-07-25,235000,5.99,29.99,500.67
2022-08-22,240000,29.99,4.49,14.97
2022-09-04,254000,4.49,29.99,667.93
2022-10-03,244000,29.99,5.99,19.97
2022-10-17,246000,5.99,29.99,500.67
