date,Owners,Price,PriceChangeTo,discount
2015-04-01,81000,0.0,29.99,
2015-06-11,114000,29.99,10.19,33.98
2015-06-22,109000,10.19,29.99,294.31
2015-09-03,143000,29.99,7.49,24.97
2015-09-08,147000,7.49,29.99,400.4
2015-11-25,147000,29.99,5.99,19.97
2015-12-01,148000,5.99,29.99,500.67
2015-12-22,152000,29.99,5.99,19.97
2016-01-04,154000,5.99,29.99,500.67
2016-02-05,175000,29.99,5.99,19.97
2016-02-12,162000,5.99,29.99,500.67
2016-06-23,167000,29.99,5.99,19.97
2016-07-04,171000,5.99,29.99,500.67
2016-09-08,173000,29.99,5.99,19.97
2016-09-12,178000,5.99,29.99,500.67
2016-10-15,191000,29.99,14.99,49.98
2016-11-23,186000,14.99,4.49,29.95
2016-11-30,183000,4.49,14.99,333.85
2016-12-22,192000,14.99,4.49,29.95
2017-01-02,193000,4.49,14.99,333.85
2017-06-22,191000,14.99,4.49,29.95
2017-07-05,191000,4.49,14.99,333.85
2017-09-07,200000,14.99,2.99,19.95
2017-09-11,207000,2.99,14.99,501.34
2017-11-23,210000,14.99,2.99,19.95
2017-11-28,212000,2.99,14.99,501.34
2017-12-21,225000,14.99,2.99,19.95
2018-01-05,221000,2.99,14.99,501.34
2018-02-15,211000,14.99,2.99,19.95
2018-02-20,210000,2.99,14.99,501.34
2018-06-20,202000,14.99,2.24,14.94
2018-07-05,207000,2.24,14.99,669.2
2020-01-23,216000,14.99,2.99,19.95
2020-01-27,214000,2.99,14.99,501.34
2020-03-10,221000,14.99,2.99,19.95
2020-03-16,220000,2.99,14.99,501.34
2021-03-16,235000,14.99,1.49,9.94
2021-03-31,234000,1.49,14.99,1006.04
2021-06-24,231000,14.99,1.49,9.94
2021-07-15,236000,1.49,14.99,1006.04
2021-10-28,237000,14.99,1.49,9.94
2021-11-01,240000,1.49,14.99,1006.04
2021-11-24,240000,14.99,1.49,9.94
2021-11-30,241000,1.49,14.99,1006.04
2021-12-22,241000,14.99,1.49,9.94
2022-01-05,242000,1.49,14.99,1006.04
2022-01-26,245000,14.99,1.49,9.94
2022-02-03,246000,1.49,14.99,1006.04
2022-02-20,247000,14.99,1.49,9.94
2022-02-28,254000,1.49,14.99,1006.04
2022-03-24,249000,14.99,1.49,9.94
2022-03-28,257000,1.49,14.99,1006.04
2022-06-23,257000,14.99,1.49,9.94
2022-07-21,270000,1.49,14.99,1006.04
2022-09-19,276000,14.99,1.49,9.94
2022-09-26,279000,1.49,14.99,1006.04
2022-10-25,278000,14.99,1.49,9.94
2022-11-01,280000,1.49,14.99,1006.04
