date,Owners,Price,PriceChangeTo,discount
2015-04-01,51000,0.0,14.99,
2015-06-11,54000,14.99,7.49,49.97
2015-06-22,58000,7.49,14.99,200.13
2015-11-25,56000,14.99,7.49,49.97
2015-12-01,58000,7.49,14.99,200.13
2015-12-22,58000,14.99,7.49,49.97
2016-01-06,62000,7.49,14.99,200.13
2016-02-05,64000,14.99,3.74,24.95
2016-02-12,64000,3.74,14.99,400.8
2016-03-10,65000,14.99,3.74,24.95
2016-03-14,68000,3.74,14.99,400.8
2016-06-23,69000,14.99,3.74,24.95
2016-07-04,75000,3.74,14.99,400.8
2016-09-01,126000,14.99,2.24,14.94
2017-03-29,139000,2.24,14.99,669.2
2017-06-22,135000,14.99,5.09,33.96
2017-07-05,144000,5.09,14.99,294.5
2017-11-23,149000,14.99,5.09,33.96
2017-11-28,145000,5.09,14.99,294.5
2017-12-21,152000,14.99,5.09,33.96
2018-01-04,151000,5.09,14.99,294.5
2018-06-20,132000,14.99,5.09,33.96
2018-07-05,132000,5.09,14.99,294.5
2018-10-25,133000,14.99,5.09,33.96
2018-10-29,131000,5.09,14.99,294.5
2018-11-21,133000,14.99,3.74,24.95
2018-11-27,134000,3.74,14.99,400.8
2018-12-20,135000,14.99,3.74,24.95
2019-01-03,137000,3.74,14.99,400.8
2019-02-04,137000,14.99,3.74,24.95
2019-02-11,138000,3.74,14.99,400.8
2019-03-14,139000,14.99,3.74,24.95
2019-04-11,139000,3.74,14.99,400.8
2019-04-29,141000,14.99,3.74,24.95
2019-05-06,141000,3.74,14.99,400.8
2019-06-20,146000,14.99,3.74,24.95
2019-07-09,155000,3.74,14.99,400.8
2019-09-04,153000,14.99,3.74,24.95
2019-09-06,153000,3.74,14.99,400.8
2019-11-04,153000,14.99,3.74,24.95
2019-11-11,154000,3.74,14.99,400.8
2019-11-26,155000,14.99,3.74,24.95
2019-12-03,158000,3.74,14.99,400.8
2019-12-19,159000,14.99,3.74,24.95
2020-01-02,160000,3.74,14.99,400.8
2020-01-23,148000,14.99,3.74,24.95
2020-01-27,145000,3.74,14.99,400.8
2020-03-03,145000,14.99,3.74,24.95
2020-03-10,144000,3.74,14.99,400.8
2020-04-30,151000,14.99,3.74,24.95
2020-05-06,155000,3.74,14.99,400.8
2020-06-25,163000,14.99,3.74,24.95
2020-07-09,166000,3.74,14.99,400.8
2020-10-09,176000,14.99,3.74,24.95
2020-10-19,178000,3.74,14.99,400.8
2020-11-25,183000,14.99,3.74,24.95
2020-12-01,185000,3.74,14.99,400.8
2020-12-22,190000,14.99,3.74,24.95
2021-01-05,194000,3.74,14.99,400.8
2021-02-11,255000,14.99,3.74,24.95
2021-02-15,255000,3.74,14.99,400.8
2021-04-29,195000,14.99,3.74,24.95
2021-05-06,200000,3.74,14.99,400.8
2021-06-24,201000,14.99,3.74,24.95
2021-07-08,206000,3.74,14.99,400.8
2021-09-23,207000,14.99,3.74,24.95
2021-09-30,213000,3.74,14.99,400.8
2021-11-24,214000,14.99,3.74,24.95
2021-11-30,218000,3.74,14.99,400.8
2021-12-22,218000,14.99,3.74,24.95
2022-01-05,224000,3.74,14.99,400.8
2022-01-27,225000,14.99,3.74,24.95
2022-02-03,228000,3.74,14.99,400.8
2022-05-02,235000,14.99,3.74,24.95
2022-05-09,236000,3.74,14.99,400.8
2022-06-23,235000,14.99,3.74,24.95
2022-07-08,242000,3.74,14.99,400.8
2022-10-06,249000,14.99,3.74,24.95
2022-10-13,258000,3.74,14.99,400.8
