date,Owners,Price,PriceChangeTo,discount
2017-02-17,,0.0,8.09,
2017-02-24,4000,8.09,8.99,111.12
2017-06-22,67000,8.99,5.84,64.96
2017-07-05,87000,5.84,8.99,153.94
2017-09-21,197000,8.99,5.39,59.96
2017-09-23,206000,5.39,8.99,166.79
2017-10-26,238000,8.99,5.39,59.96
2017-11-01,248000,5.39,8.99,166.79
2017-11-22,264000,8.99,5.39,59.96
2017-11-29,282000,5.39,8.99,166.79
2017-12-21,301000,8.99,5.39,59.96
2018-01-04,344000,5.39,8.99,166.79
2018-02-15,371000,8.99,4.94,54.95
2018-02-19,371000,4.94,8.99,181.98
2018-06-21,380000,8.99,4.94,54.95
2018-07-05,423000,4.94,8.99,181.98
2018-10-29,395000,8.99,4.94,54.95
2018-11-01,389000,4.94,8.99,181.98
2018-11-21,395000,8.99,4.94,54.95
2018-11-27,446000,4.94,8.99,181.98
2018-12-20,448000,8.99,4.94,54.95
2019-01-03,420000,4.94,8.99,181.98
2019-02-04,457000,8.99,4.94,54.95
2019-02-11,461000,4.94,8.99,181.98
2019-06-25,629000,8.99,4.49,49.94
2019-07-09,711000,4.49,8.99,200.22
2019-10-28,720000,8.99,4.49,49.94
2019-11-01,724000,4.49,8.99,200.22
2019-11-20,734000,8.99,4.49,49.94
2019-11-25,748000,4.49,8.99,200.22
2019-11-26,747000,8.99,4.49,49.94
2019-12-03,770000,4.49,8.99,200.22
2019-12-19,786000,8.99,4.49,49.94
2020-01-02,804000,4.49,8.99,200.22
2020-01-23,745000,8.99,4.49,49.94
2020-01-27,738000,4.49,8.99,200.22
2020-06-25,829000,8.99,4.49,49.94
2020-07-09,893000,4.49,8.99,200.22
2020-08-26,897000,8.99,6.29,69.97
2020-09-02,905000,6.29,8.99,142.93
2020-10-29,760000,8.99,4.49,49.94
2020-11-02,940000,4.49,8.99,200.22
2020-11-25,946000,8.99,4.49,49.94
2020-12-01,987000,4.49,8.99,200.22
2020-12-22,576000,8.99,4.49,49.94
2021-01-05,1107000,4.49,8.99,200.22
2021-02-11,1145000,8.99,4.49,49.94
2021-02-14,1145000,4.49,8.99,200.22
2021-03-25,1205000,8.99,4.49,49.94
2021-03-29,1242000,4.49,8.99,200.22
2021-06-24,1271000,8.99,4.49,49.94
2021-07-08,1413000,4.49,8.99,200.22
2021-09-06,1502000,8.99,4.49,49.94
2021-09-13,1514000,4.49,8.99,200.22
2021-10-28,1485000,8.99,4.49,49.94
2021-11-01,1509000,4.49,8.99,200.22
2021-11-24,1511000,8.99,4.49,49.94
2021-12-01,1510000,4.49,8.99,200.22
2021-12-22,1530000,8.99,4.49,49.94
2022-01-05,945000,4.49,8.99,200.22
2022-01-27,1569000,8.99,4.49,49.94
2022-02-03,1575000,4.49,8.99,200.22
2022-02-28,1572000,8.99,4.49,49.94
2022-03-07,1582000,4.49,8.99,200.22
2022-06-23,1594000,8.99,4.49,49.94
2022-07-07,1602000,4.49,8.99,200.22
2022-07-18,1621000,8.99,4.49,49.94
2022-07-25,1226000,4.49,8.99,200.22
2022-09-05,1636000,8.99,4.49,49.94
2022-09-12,1646000,4.49,8.99,200.22
