date,Owners,Price,PriceChangeTo,discount
2015-06-11,246000,7.99,3.99,49.94
2015-06-22,241000,3.99,7.99,200.25
2015-11-26,251000,7.99,2.71,33.92
2015-12-01,249000,2.71,7.99,294.83
2015-12-22,252000,7.99,2.71,33.92
2016-01-04,252000,2.71,7.99,294.83
2016-02-05,261000,7.99,2.71,33.92
2016-02-12,253000,2.71,7.99,294.83
2016-03-10,254000,7.99,1.99,24.91
2016-03-15,260000,1.99,7.99,401.51
2016-06-23,249000,7.99,1.99,24.91
2016-07-05,247000,1.99,7.99,401.51
2016-11-22,272000,7.99,1.99,24.91
2016-11-28,264000,1.99,7.99,401.51
2016-12-24,273000,7.99,3.99,49.94
2017-01-02,274000,3.99,7.99,200.25
2017-06-22,265000,7.99,1.59,19.9
2017-07-05,271000,1.59,7.99,502.52
2017-11-22,283000,7.99,1.59,19.9
2017-11-28,273000,1.59,7.99,502.52
2017-12-22,279000,7.99,1.59,19.9
2018-01-05,279000,1.59,7.99,502.52
2018-06-20,246000,7.99,1.19,14.89
2018-07-05,272000,1.19,7.99,671.43
2018-10-25,255000,7.99,1.19,14.89
2018-10-29,251000,1.19,7.99,671.43
2018-11-21,227000,7.99,1.19,14.89
2018-11-27,225000,1.19,7.99,671.43
2018-12-20,222000,7.99,1.19,14.89
2019-01-03,218000,1.19,7.99,671.43
2019-02-04,215000,7.99,1.19,14.89
2019-02-11,207000,1.19,7.99,671.43
2019-03-14,203000,7.99,1.19,14.89
2019-04-11,203000,1.19,7.99,671.43
2019-06-25,267000,7.99,1.19,14.89
2019-07-09,239000,1.19,7.99,671.43
2019-10-10,238000,7.99,1.19,14.89
2019-10-14,246000,1.19,7.99,671.43
2019-11-26,229000,7.99,1.19,14.89
2019-12-03,174000,1.19,7.99,671.43
2019-12-19,211000,7.99,1.19,14.89
2020-01-02,110000,1.19,7.99,671.43
2020-01-22,196000,7.99,1.19,14.89
2020-01-27,219000,1.19,7.99,671.43
2020-04-07,185000,7.99,1.19,14.89
2020-04-09,191000,1.19,7.99,671.43
2020-06-01,172000,7.99,1.19,14.89
2020-06-03,172000,1.19,7.99,671.43
2020-06-25,169000,7.99,1.19,14.89
2020-07-09,163000,1.19,7.99,671.43
2020-10-09,158000,7.99,1.19,14.89
2020-10-19,156000,1.19,7.99,671.43
2020-11-25,143000,7.99,1.19,14.89
2020-12-01,142000,1.19,7.99,671.43
2020-12-22,133000,7.99,1.19,14.89
2021-01-05,132000,1.19,7.99,671.43
2021-02-12,122000,7.99,1.19,14.89
2021-02-15,122000,1.19,7.99,671.43
2021-04-29,129000,7.99,1.19,14.89
2021-05-06,128000,1.19,7.99,671.43
2021-06-24,128000,7.99,1.19,14.89
2021-07-08,132000,1.19,7.99,671.43
2021-09-23,127000,7.99,1.19,14.89
2021-09-30,129000,1.19,7.99,671.43
2021-11-24,129000,7.99,1.19,14.89
2021-11-30,130000,1.19,7.99,671.43
2021-12-22,129000,7.99,1.19,14.89
2022-01-05,131000,1.19,7.99,671.43
2022-01-26,134000,7.99,1.19,14.89
2022-02-03,134000,1.19,7.99,671.43
