date,Owners,Price,PriceChangeTo,discount
2015-06-11,449000,19.99,11.99,59.98
2015-06-12,450000,11.99,7.99,66.64
2015-06-14,453000,7.99,11.99,150.06
2015-06-22,448000,11.99,19.99,166.72
2015-09-15,470000,19.99,3.99,19.96
2015-09-18,478000,3.99,19.99,501.0
2015-10-29,484000,19.99,4.99,24.96
2015-11-02,486000,4.99,19.99,400.6
2015-11-10,480000,19.99,4.99,24.96
2015-11-16,487000,4.99,19.99,400.6
2015-11-25,482000,19.99,4.99,24.96
2015-12-01,478000,4.99,19.99,400.6
2015-12-22,482000,19.99,4.99,24.96
2016-01-04,489000,4.99,19.99,400.6
2016-02-05,508000,19.99,2.99,14.96
2016-02-12,502000,2.99,19.99,668.56
2016-06-23,498000,19.99,3.99,19.96
2016-07-03,495000,3.99,19.99,501.0
2016-10-28,515000,19.99,4.99,24.96
2016-11-01,519000,4.99,19.99,400.6
2016-11-23,530000,19.99,13.99,69.98
2016-11-29,529000,13.99,19.99,142.89
2016-12-22,536000,19.99,3.99,19.96
2017-01-02,537000,3.99,19.99,501.0
2017-04-11,535000,19.99,3.99,19.96
2017-04-24,550000,3.99,19.99,501.0
2017-06-22,552000,19.99,2.99,14.96
2017-07-05,564000,2.99,19.99,668.56
2017-08-28,584000,19.99,2.99,14.96
2017-09-04,582000,2.99,19.99,668.56
2017-10-26,625000,19.99,1.99,9.95
2017-11-01,625000,1.99,19.99,1004.52
2017-11-22,624000,19.99,3.99,19.96
2017-11-28,616000,3.99,19.99,501.0
2017-12-22,620000,19.99,2.99,14.96
2018-01-04,641000,2.99,19.99,668.56
2018-02-15,2346000,19.99,2.99,14.96
2018-02-20,2338000,2.99,19.99,668.56
2018-04-21,3384000,19.99,2.99,14.96
2018-04-30,350000,2.99,19.99,668.56
2018-06-05,2323000,19.99,3.99,19.96
2018-06-08,2325000,3.99,19.99,501.0
2018-06-20,2316000,19.99,2.99,14.96
2018-07-05,2481000,2.99,19.99,668.56
2018-10-29,2436000,19.99,3.99,19.96
2018-11-01,2445000,3.99,19.99,501.0
2018-11-21,2432000,19.99,3.99,19.96
2018-11-27,2432000,3.99,19.99,501.0
2018-12-20,2437000,19.99,2.99,14.96
2019-01-03,2439000,2.99,19.99,668.56
2019-02-04,2441000,19.99,2.99,14.96
2019-02-11,2445000,2.99,19.99,668.56
2019-04-20,2341000,19.99,4.99,24.96
2019-04-30,2344000,4.99,19.99,400.6
2019-06-25,1958000,19.99,1.99,9.95
2019-07-09,1932000,1.99,19.99,1004.52
2019-10-27,1989000,19.99,2.99,14.96
2019-11-01,2046000,2.99,19.99,668.56
2019-11-26,1953000,19.99,2.99,14.96
2019-12-03,1850000,2.99,19.99,668.56
2019-12-19,1855000,19.99,1.99,9.95
2020-01-02,1885000,1.99,19.99,1004.52
2020-01-23,1648000,19.99,1.99,9.95
2020-01-27,1617000,1.99,19.99,1004.52
2020-03-06,1566000,19.99,1.99,9.95
2020-03-20,1646000,1.99,19.99,1004.52
2020-06-25,1473000,19.99,1.99,9.95
2020-07-09,1472000,1.99,19.99,1004.52
2020-10-29,1480000,19.99,1.99,9.95
2020-11-02,1458000,1.99,19.99,1004.52
2020-11-25,1402000,19.99,3.99,19.96
2020-12-01,1398000,3.99,19.99,501.0
2020-12-22,1382000,19.99,3.99,19.96
2021-01-05,1375000,3.99,19.99,501.0
2021-02-11,1338000,19.99,2.99,14.96
2021-02-15,1338000,2.99,19.99,668.56
2021-03-30,891000,19.99,3.99,19.96
2021-04-13,894000,3.99,19.99,501.0
2021-06-14,905000,19.99,3.99,19.96
2021-06-21,907000,3.99,19.99,501.0
2021-06-24,907000,19.99,1.99,9.95
2021-07-08,913000,1.99,19.99,1004.52
2021-09-20,928000,19.99,2.99,14.96
2021-09-27,933000,2.99,19.99,668.56
2021-10-28,941000,19.99,1.99,9.95
2021-11-01,953000,1.99,19.99,1004.52
2021-11-24,958000,19.99,3.99,19.96
2021-11-30,966000,3.99,19.99,501.0
2021-12-22,979000,19.99,1.99,9.95
2022-01-05,994000,1.99,19.99,1004.52
2022-01-26,1010000,19.99,1.99,9.95
2022-02-03,1014000,1.99,19.99,1004.52
2022-02-07,1014000,19.99,3.99,19.96
2022-02-14,1024000,3.99,19.99,501.0
2022-02-27,1027000,19.99,2.99,14.96
2022-03-07,1031000,2.99,19.99,668.56
2022-03-28,1044000,19.99,3.99,19.96
2022-04-04,1048000,3.99,19.99,501.0
2022-05-02,1072000,19.99,3.99,19.96
2022-05-08,1077000,3.99,19.99,501.0
2022-06-23,1101000,19.99,2.99,14.96
2022-07-07,1118000,2.99,19.99,668.56
2022-08-22,1143000,19.99,3.99,19.96
2022-08-29,1152000,3.99,19.99,501.0
2022-10-25,192000,19.99,3.99,19.96
