date,Owners,Price,PriceChangeTo,discount
2015-04-02,,0.0,19.99,
2015-06-11,1000,19.99,14.99,74.99
2015-06-22,1000,14.99,19.99,133.36
2016-01-07,2000,19.99,14.99,74.99
2016-01-21,11000,14.99,13.49,89.99
2016-01-28,22000,13.49,14.99,111.12
2016-02-05,30000,14.99,13.34,88.99
2016-02-12,37000,13.34,14.99,112.37
2016-04-29,94000,14.99,9.74,64.98
2016-05-01,96000,9.74,14.99,153.9
2016-06-23,127000,14.99,8.99,59.97
2016-07-04,146000,8.99,14.99,166.74
2016-09-21,185000,14.99,7.49,49.97
2016-09-23,185000,7.49,14.99,200.13
2016-10-28,197000,14.99,9.74,64.98
2016-11-01,202000,9.74,14.99,153.9
2016-12-22,225000,14.99,7.49,49.97
2017-01-02,253000,7.49,14.99,200.13
2017-01-24,285000,14.99,7.49,49.97
2017-01-27,299000,7.49,14.99,200.13
2017-04-11,419000,14.99,11.99,79.99
2017-04-18,425000,11.99,14.99,125.02
2017-06-22,446000,14.99,5.99,39.96
2017-07-05,519000,5.99,14.99,250.25
2017-10-26,561000,14.99,10.49,69.98
2017-11-01,562000,10.49,14.99,142.9
2017-11-22,597000,14.99,8.99,59.97
2017-11-28,604000,8.99,14.99,166.74
2017-12-21,641000,14.99,5.24,34.96
2018-01-04,692000,5.24,14.99,286.07
2018-01-22,700000,14.99,5.24,34.96
2018-01-25,714000,5.24,14.99,286.07
2018-02-15,714000,14.99,10.49,69.98
2018-02-19,709000,10.49,14.99,142.9
2018-03-27,733000,14.99,7.49,49.97
2018-03-30,744000,7.49,14.99,200.13
2018-06-21,717000,14.99,4.94,32.96
2018-07-05,753000,4.94,14.99,303.44
2018-10-29,785000,14.99,7.49,49.97
2018-11-01,794000,7.49,14.99,200.13
2018-11-21,791000,14.99,7.49,49.97
2018-11-27,816000,7.49,14.99,200.13
2018-12-20,824000,14.99,4.64,30.95
2019-01-03,858000,4.64,14.99,323.06
2019-01-21,849000,14.99,3.74,24.95
2019-01-26,934000,3.74,14.99,400.8
2019-02-04,887000,14.99,4.64,30.95
2019-02-11,904000,4.64,14.99,323.06
2019-05-30,979000,14.99,5.99,39.96
2019-06-03,996000,5.99,14.99,250.25
2019-06-25,995000,14.99,2.99,19.95
2019-07-09,1272000,2.99,14.99,501.34
2019-10-27,1239000,14.99,7.49,49.97
2019-11-01,1246000,7.49,14.99,200.13
2019-11-20,1249000,14.99,7.49,49.97
2019-11-25,1258000,7.49,14.99,200.13
2019-11-26,1256000,14.99,7.49,49.97
2019-12-03,1274000,7.49,14.99,200.13
2019-12-19,1285000,14.99,3.74,24.95
2020-01-02,1360000,3.74,14.99,400.8
2020-01-23,1196000,14.99,7.49,49.97
2020-01-26,1210000,7.49,14.99,200.13
2020-02-28,1208000,14.99,3.74,24.95
2020-03-01,1260000,3.74,14.99,400.8
2020-05-05,1209000,14.99,3.74,24.95
2020-05-11,1299000,3.74,14.99,400.8
2020-06-25,1218000,14.99,3.74,24.95
2020-07-09,1241000,3.74,14.99,400.8
2020-09-12,1250000,14.99,3.75,25.02
2020-09-14,1260000,3.75,14.99,399.73
2020-09-22,1293000,14.99,3.74,24.95
2020-09-25,1345000,3.74,14.99,400.8
2020-10-26,1266000,14.99,3.74,24.95
2020-11-02,1282000,3.74,14.99,400.8
2020-11-03,1278000,14.99,3.74,24.95
2020-11-06,1298000,3.74,14.99,400.8
2020-11-25,1275000,14.99,3.74,24.95
2020-12-01,1277000,3.74,14.99,400.8
2020-12-22,1269000,14.99,3.74,24.95
2021-01-05,1304000,3.74,14.99,400.8
2021-02-12,1267000,14.99,3.74,24.95
2021-02-15,1267000,3.74,14.99,400.8
2021-03-18,1252000,14.99,3.74,24.95
2021-03-20,1270000,3.74,14.99,400.8
2021-03-25,1244000,14.99,3.74,24.95
2021-03-29,1261000,3.74,14.99,400.8
2021-06-24,1241000,14.99,3.74,24.95
2021-07-08,1250000,3.74,14.99,400.8
2021-08-31,1253000,14.99,3.74,24.95
2021-09-07,1281000,3.74,14.99,400.8
2021-10-25,1269000,14.99,3.74,24.95
2021-11-01,1274000,3.74,14.99,400.8
2021-11-24,1289000,14.99,3.74,24.95
2021-12-01,1276000,3.74,14.99,400.8
2021-12-22,1279000,14.99,3.74,24.95
2022-01-05,1285000,3.74,14.99,400.8
2022-01-17,1288000,14.99,3.74,24.95
2022-01-19,1288000,3.74,14.99,400.8
2022-01-27,1289000,14.99,3.74,24.95
2022-02-02,1292000,3.74,14.99,400.8
2022-02-11,1292000,14.99,3.74,24.95
2022-02-21,1295000,3.74,14.99,400.8
2022-02-28,1299000,14.99,3.74,24.95
2022-03-07,1307000,3.74,14.99,400.8
2022-03-17,1309000,14.99,3.74,24.95
2022-03-28,1312000,3.74,14.99,400.8
2022-06-23,1336000,14.99,3.74,24.95
2022-07-07,1388000,3.74,14.99,400.8
2022-08-24,1392000,14.99,3.74,24.95
2022-08-31,1349000,3.74,14.99,400.8
2022-10-25,1352000,14.99,3.74,24.95
