date,Owners,Price,PriceChangeTo,discount
2015-06-03,3000,11.69,12.99,111.12
2015-06-30,7000,12.99,9.74,74.98
2015-07-07,10000,9.74,12.99,133.37
2015-08-13,15000,12.99,7.79,59.97
2015-08-17,15000,7.79,12.99,166.75
2015-10-13,27000,12.99,6.49,49.96
2015-10-16,28000,6.49,12.99,200.15
2015-11-25,27000,12.99,6.49,49.96
2015-12-01,27000,6.49,12.99,200.15
2015-12-22,27000,12.99,6.49,49.96
2016-01-04,31000,6.49,12.99,200.15
2016-02-05,34000,12.99,6.49,49.96
2016-02-12,33000,6.49,12.99,200.15
2016-03-14,32000,12.99,6.49,49.96
2016-03-21,32000,6.49,12.99,200.15
2016-05-05,99000,12.99,3.24,24.94
2016-05-09,101000,3.24,12.99,400.93
2016-06-23,109000,12.99,5.19,39.95
2016-07-04,107000,5.19,12.99,250.29
2016-09-19,114000,12.99,3.24,24.94
2016-09-26,116000,3.24,12.99,400.93
2016-11-23,119000,12.99,3.24,24.94
2016-11-29,117000,3.24,12.99,400.93
2016-12-01,119000,12.99,6.49,49.96
2016-12-03,116000,6.49,12.99,200.15
2016-12-22,122000,12.99,3.24,24.94
2017-01-02,121000,3.24,12.99,400.93
2017-05-18,128000,12.99,3.24,24.94
2017-05-22,129000,3.24,12.99,400.93
2017-06-22,128000,12.99,3.24,24.94
2017-07-05,129000,3.24,12.99,400.93
2017-11-22,139000,12.99,3.24,24.94
2017-11-28,132000,3.24,12.99,400.93
2017-12-04,133000,12.99,3.24,24.94
2017-12-11,135000,3.24,12.99,400.93
2017-12-21,132000,12.99,3.24,24.94
2018-01-04,133000,3.24,12.99,400.93
2018-02-14,136000,12.99,3.24,24.94
2018-02-19,132000,3.24,12.99,400.93
2018-05-10,118000,12.99,2.59,19.94
2018-05-14,120000,2.59,12.99,501.54
2018-06-21,140000,12.99,3.24,24.94
2018-07-05,129000,3.24,12.99,400.93
2018-10-29,134000,12.99,3.24,24.94
2018-11-01,133000,3.24,12.99,400.93
2018-11-06,135000,12.99,3.24,24.94
2018-11-09,134000,3.24,12.99,400.93
2018-11-21,135000,12.99,3.24,24.94
2018-11-27,136000,3.24,12.99,400.93
2018-12-20,136000,12.99,3.24,24.94
2019-01-03,137000,3.24,12.99,400.93
2019-02-04,139000,12.99,3.24,24.94
2019-02-11,139000,3.24,12.99,400.93
2019-04-29,145000,12.99,2.59,19.94
2019-05-06,144000,2.59,12.99,501.54
2019-06-25,149000,12.99,3.24,24.94
2019-07-09,150000,3.24,12.99,400.93
2019-08-29,153000,12.99,3.24,24.94
2019-09-02,152000,3.24,12.99,400.93
2019-10-27,158000,12.99,3.24,24.94
2019-11-01,158000,3.24,12.99,400.93
2019-11-10,158000,12.99,3.24,24.94
2019-11-12,159000,3.24,12.99,400.93
2019-11-26,159000,12.99,3.24,24.94
2019-12-03,160000,3.24,12.99,400.93
2019-12-19,175000,12.99,3.24,24.94
2020-01-02,161000,3.24,12.99,400.93
2020-01-23,148000,12.99,3.24,24.94
2020-01-26,147000,3.24,12.99,400.93
2020-04-16,144000,12.99,3.24,24.94
2020-04-20,144000,3.24,12.99,400.93
2020-06-25,148000,12.99,3.24,24.94
2020-07-09,149000,3.24,12.99,400.93
2020-09-21,165000,12.99,3.24,24.94
2020-09-28,154000,3.24,12.99,400.93
2020-10-29,155000,12.99,2.59,19.94
2020-11-02,155000,2.59,12.99,501.54
2020-11-25,156000,12.99,2.59,19.94
2020-12-02,156000,2.59,12.99,501.54
2020-12-22,158000,12.99,2.59,19.94
2021-01-05,170000,2.59,12.99,501.54
2021-01-11,158000,12.99,2.59,19.94
2021-01-17,159000,2.59,12.99,501.54
2021-02-11,160000,12.99,2.59,19.94
2021-02-15,160000,2.59,12.99,501.54
2021-05-06,157000,12.99,2.59,19.94
2021-05-11,157000,2.59,12.99,501.54
2021-06-24,161000,12.99,2.59,19.94
2021-07-08,161000,2.59,12.99,501.54
2021-10-28,163000,12.99,2.59,19.94
2021-11-01,163000,2.59,12.99,501.54
2021-11-24,163000,12.99,2.59,19.94
2021-12-01,163000,2.59,12.99,501.54
2021-12-22,164000,12.99,2.59,19.94
2022-01-05,164000,2.59,12.99,501.54
2022-01-26,164000,12.99,2.59,19.94
2022-02-02,165000,2.59,12.99,501.54
2022-05-05,167000,12.99,2.59,19.94
2022-05-16,167000,2.59,12.99,501.54
2022-06-22,168000,12.99,2.59,19.94
2022-07-07,169000,2.59,12.99,501.54
