date,Owners,Price,PriceChangeTo,discount
2016-04-11,2000,9.95,11.99,120.5
2016-05-16,5000,11.99,11.19,93.33
2016-05-23,5000,11.19,11.99,107.15
2016-06-06,5000,11.99,8.99,74.98
2016-06-13,5000,8.99,11.99,133.37
2016-06-23,5000,11.99,5.99,49.96
2016-07-04,8000,5.99,11.99,200.17
2016-07-25,9000,11.99,7.99,66.64
2016-08-01,10000,7.99,11.99,150.06
2016-09-13,11000,11.99,5.99,49.96
2016-09-16,11000,5.99,11.99,200.17
2016-11-16,13000,11.99,5.99,49.96
2016-11-22,14000,5.99,11.99,200.17
2016-11-23,15000,11.99,5.99,49.96
2016-11-29,15000,5.99,11.99,200.17
2016-12-01,15000,11.99,5.99,49.96
2016-12-03,15000,5.99,11.99,200.17
2016-12-22,14000,11.99,4.79,39.95
2017-01-02,17000,4.79,11.99,250.31
2017-02-28,20000,11.99,4.79,39.95
2017-03-03,20000,4.79,11.99,250.31
2017-04-14,19000,11.99,5.99,49.96
2017-06-22,23000,5.99,2.39,39.9
2017-07-05,25000,2.39,5.99,250.63
2017-09-08,26000,5.99,1.19,19.87
2017-09-12,26000,1.19,5.99,503.36
2017-10-27,29000,5.99,2.39,39.9
2017-11-01,29000,2.39,5.99,250.63
2017-11-22,31000,5.99,2.39,39.9
2017-11-29,35000,2.39,5.99,250.63
2017-12-21,30000,5.99,1.49,24.87
2018-01-04,31000,1.49,5.99,402.01
2018-06-21,36000,5.99,1.49,24.87
2018-07-05,37000,1.49,5.99,402.01
2018-10-29,41000,5.99,3.59,59.93
2018-11-01,42000,3.59,5.99,166.85
2018-11-21,42000,5.99,2.99,49.92
2018-11-27,45000,2.99,5.99,200.33
2018-12-20,46000,5.99,1.49,24.87
2019-01-03,47000,1.49,5.99,402.01
2019-06-25,53000,5.99,2.39,39.9
2019-07-09,54000,2.39,5.99,250.63
2019-10-27,56000,5.99,2.39,39.9
2019-11-01,57000,2.39,5.99,250.63
2019-11-26,58000,5.99,2.99,49.92
2019-12-03,58000,2.99,5.99,200.33
2019-12-19,58000,5.99,1.79,29.88
2020-01-02,66000,1.79,5.99,334.64
2020-01-23,60000,5.99,4.19,69.95
2020-01-26,60000,4.19,5.99,142.96
2020-04-21,60000,5.99,2.99,49.92
2020-04-28,60000,2.99,9.99,334.11
2020-06-25,63000,9.99,2.99,29.93
2020-07-09,64000,2.99,9.99,334.11
2020-10-29,67000,9.99,4.99,49.95
2020-11-02,67000,4.99,9.99,200.2
2020-11-25,69000,9.99,3.99,39.94
2020-12-01,69000,3.99,9.99,250.38
2020-12-22,69000,9.99,2.49,24.92
2021-01-05,68000,2.49,9.99,401.2
2021-03-01,70000,9.99,3.49,34.93
2021-03-08,73000,3.49,9.99,286.25
2021-04-23,69000,9.99,4.99,49.95
2021-04-30,70000,4.99,9.99,200.2
2021-06-24,71000,9.99,2.49,24.92
2021-07-08,73000,2.49,9.99,401.2
2021-11-24,75000,9.99,3.99,39.94
2021-12-01,76000,3.99,9.99,250.38
2021-12-22,76000,9.99,2.49,24.92
2022-01-05,77000,2.49,9.99,401.2
2022-06-23,81000,9.99,2.49,24.92
2022-07-07,82000,2.49,9.99,401.2
