date,Owners,Price,PriceChangeTo,discount
2016-12-22,153000,49.99,37.49,74.99
2017-01-02,170000,37.49,49.99,133.34
2017-02-23,191000,49.99,33.49,66.99
2017-02-27,194000,33.49,49.99,149.27
2017-03-30,204000,49.99,33.49,66.99
2017-04-03,210000,33.49,49.99,149.27
2017-05-18,234000,49.99,24.99,49.99
2017-05-22,245000,24.99,49.99,200.04
2017-06-22,256000,49.99,24.99,49.99
2017-07-05,276000,24.99,49.99,200.04
2017-09-14,330000,49.99,19.99,39.99
2017-09-18,341000,19.99,49.99,250.08
2017-11-22,356000,49.99,19.99,39.99
2017-11-28,367000,19.99,49.99,250.08
2017-12-12,382000,49.99,20.0,40.01
2017-12-15,382000,20.0,49.99,249.95
2017-12-21,389000,49.99,19.99,39.99
2018-01-04,415000,19.99,49.99,250.08
2018-02-08,426000,49.99,16.99,33.99
2018-02-12,433000,16.99,49.99,294.23
2018-02-15,435000,49.99,16.99,33.99
2018-02-19,441000,16.99,49.99,294.23
2018-06-21,370000,49.99,16.99,33.99
2018-07-05,376000,16.99,49.99,294.23
2018-09-20,386000,49.99,16.99,33.99
2018-09-24,392000,16.99,49.99,294.23
2018-11-01,396000,49.99,12.49,24.98
2018-11-05,408000,12.49,49.99,400.24
2018-11-21,407000,49.99,12.49,24.98
2018-11-27,420000,12.49,49.99,400.24
2018-12-20,424000,49.99,12.49,24.98
2019-01-03,431000,12.49,49.99,400.24
2019-01-24,436000,49.99,12.49,24.98
2019-01-28,444000,12.49,49.99,400.24
2019-02-04,445000,49.99,12.49,24.98
2019-02-11,449000,12.49,49.99,400.24
2019-04-29,464000,49.99,12.49,24.98
2019-05-06,468000,12.49,49.99,400.24
2019-06-18,504000,49.99,12.49,24.98
2019-06-21,510000,12.49,49.99,400.24
2019-06-25,509000,49.99,12.49,24.98
2019-07-09,557000,12.49,49.99,400.24
2019-08-27,578000,49.99,12.49,24.98
2019-08-30,581000,12.49,49.99,400.24
2019-09-05,582000,49.99,12.49,24.98
2019-09-09,1106000,12.49,49.99,400.24
2019-11-10,610000,49.99,9.99,19.98
2019-11-11,591000,9.99,49.99,500.4
2019-11-26,622000,49.99,12.49,24.98
2019-12-03,623000,12.49,49.99,400.24
2019-12-10,625000,49.99,9.99,19.98
2019-12-12,609000,9.99,49.99,500.4
2019-12-19,611000,49.99,9.99,19.98
2020-01-02,604000,9.99,49.99,500.4
2020-01-23,552000,49.99,9.99,19.98
2020-01-27,539000,9.99,49.99,500.4
2020-04-30,554000,49.99,9.49,18.98
2020-05-06,555000,9.49,49.99,526.77
2020-06-19,563000,49.99,9.99,19.98
2020-07-09,574000,9.99,49.99,500.4
2020-09-24,590000,49.99,9.99,19.98
2020-09-28,601000,9.99,49.99,500.4
2020-11-12,604000,49.99,7.99,15.98
2020-11-16,618000,7.99,49.99,625.66
2020-11-25,621000,49.99,7.99,15.98
2020-12-01,628000,7.99,49.99,625.66
2020-12-22,641000,49.99,7.99,15.98
2021-01-05,650000,7.99,49.99,625.66
2021-02-11,679000,49.99,7.99,15.98
2021-02-15,679000,7.99,49.99,625.66
2021-04-29,689000,49.99,7.49,14.98
2021-05-10,692000,7.49,49.99,667.42
2021-05-27,720000,49.99,7.49,14.98
2021-05-31,709000,7.49,49.99,667.42
2021-06-18,739000,49.99,7.49,14.98
2021-07-08,756000,7.49,49.99,667.42
2021-09-29,872000,49.99,7.99,15.98
2021-10-03,830000,7.99,49.99,625.66
2021-11-24,888000,49.99,7.99,15.98
2021-12-01,898000,7.99,49.99,625.66
2021-12-22,951000,49.99,7.99,15.98
2022-01-05,971000,7.99,49.99,625.66
2022-01-27,1314000,49.99,7.99,15.98
2022-02-03,1043000,7.99,49.99,625.66
2022-04-18,1218000,49.99,9.99,19.98
2022-04-25,1160000,9.99,49.99,500.4
2022-05-26,1294000,49.99,7.49,14.98
2022-05-29,1227000,7.49,49.99,667.42
2022-06-23,1336000,49.99,7.49,14.98
2022-07-07,1279000,7.49,49.99,667.42
2022-08-01,1328000,49.99,7.49,14.98
2022-08-08,1321000,7.49,49.99,667.42
2022-09-29,1428000,49.99,7.49,14.98
2022-10-03,1430000,7.49,49.99,667.42
