date,Owners,Price,PriceChangeTo,discount
2017-10-07,60000,4.99,3.74,74.95
2017-10-09,61000,3.74,4.99,133.42
2017-10-26,67000,4.99,3.74,74.95
2017-11-01,114000,3.74,4.99,133.42
2017-11-22,181000,4.99,3.34,66.93
2017-11-28,186000,3.34,4.99,149.4
2017-12-14,201000,4.99,2.49,49.9
2017-12-18,206000,2.49,4.99,200.4
2017-12-21,208000,4.99,2.49,49.9
2018-01-04,214000,2.49,4.99,200.4
2018-02-15,219000,4.99,1.99,39.88
2018-02-19,221000,1.99,4.99,250.75
2018-05-25,200000,4.99,1.99,39.88
2018-05-28,199000,1.99,4.99,250.75
2018-06-21,199000,4.99,1.99,39.88
2018-07-05,202000,1.99,4.99,250.75
2018-10-29,182000,4.99,1.99,39.88
2018-11-01,184000,1.99,4.99,250.75
2018-11-21,184000,4.99,1.49,29.86
2018-11-27,176000,1.49,4.99,334.9
2018-12-20,171000,4.99,1.49,29.86
2019-01-03,178000,1.49,4.99,334.9
2019-02-04,168000,4.99,1.49,29.86
2019-02-11,172000,1.49,4.99,334.9
2019-05-09,168000,4.99,0.99,19.84
2019-05-13,166000,0.99,4.99,504.04
2019-06-25,195000,4.99,0.99,19.84
2019-07-09,184000,0.99,4.99,504.04
2019-10-28,180000,4.99,0.99,19.84
2019-11-01,179000,0.99,4.99,504.04
2020-01-23,173000,4.99,0.99,19.84
2020-01-27,169000,0.99,4.99,504.04
2020-06-25,178000,4.99,0.99,19.84
2020-07-09,179000,0.99,4.99,504.04
2020-12-22,168000,4.99,0.99,19.84
2021-01-05,184000,0.99,4.99,504.04
2021-05-17,191000,4.99,2.49,49.9
2021-05-24,192000,2.49,4.99,200.4
2021-06-24,197000,4.99,1.99,39.88
2021-07-08,199000,1.99,4.99,250.75
2021-08-07,200000,4.99,1.49,29.86
2021-08-14,201000,1.49,4.99,334.9
2021-09-27,205000,4.99,1.24,24.85
2021-10-04,206000,1.24,4.99,402.42
2021-11-24,209000,4.99,0.99,19.84
2021-12-01,196000,0.99,4.99,504.04
2021-12-22,210000,4.99,0.99,19.84
2022-01-05,214000,0.99,4.99,504.04
2022-04-18,216000,4.99,0.99,19.84
2022-04-25,219000,0.99,4.99,504.04
2022-06-23,221000,4.99,0.99,19.84
2022-07-06,224000,0.99,4.99,504.04
2022-08-28,224000,4.99,0.99,19.84
2022-09-05,228000,0.99,4.99,504.04
