date,Owners,Price,PriceChangeTo,discount
2016-02-29,1000,0.0,59.99,
2016-06-23,51000,59.99,44.99,75.0
2016-07-04,52000,44.99,59.99,133.34
2016-08-09,64000,59.99,39.99,66.66
2016-09-08,90000,39.99,23.99,59.99
2016-09-12,78000,23.99,39.99,166.69
2016-09-13,75000,39.99,23.99,59.99
2016-09-16,75000,23.99,39.99,166.69
2016-10-13,87000,39.99,23.99,59.99
2016-10-17,88000,23.99,39.99,166.69
2016-11-09,95000,39.99,24.99,62.49
2016-11-21,108000,24.99,39.99,160.02
2016-11-23,111000,39.99,13.59,33.98
2016-11-29,113000,13.59,39.99,294.26
2016-12-22,134000,39.99,11.99,29.98
2017-01-02,153000,11.99,39.99,333.53
2017-03-07,205000,39.99,9.99,24.98
2017-03-10,213000,9.99,39.99,400.3
2017-05-08,237000,39.99,9.99,24.98
2017-05-15,253000,9.99,39.99,400.3
2017-05-19,255000,39.99,29.99,74.99
2017-06-22,261000,29.99,10.19,33.98
2017-07-05,268000,10.19,29.99,294.31
2017-10-12,343000,29.99,7.49,24.97
2017-10-16,351000,7.49,29.99,400.4
2017-10-19,355000,29.99,7.49,24.97
2017-10-21,354000,7.49,29.99,400.4
2017-11-22,354000,29.99,7.49,24.97
2017-11-28,357000,7.49,29.99,400.4
2017-12-14,414000,29.99,7.49,24.97
2017-12-18,394000,7.49,29.99,400.4
2017-12-20,386000,29.99,7.49,24.97
2018-01-04,421000,7.49,29.99,400.4
2018-02-15,446000,29.99,5.99,19.97
2018-02-19,448000,5.99,29.99,500.67
2018-03-03,455000,29.99,5.99,19.97
2018-03-05,459000,5.99,29.99,500.67
2018-06-21,240000,29.99,7.49,24.97
2018-07-05,458000,7.49,29.99,400.4
2018-08-07,465000,29.99,7.49,24.97
2018-08-10,460000,7.49,29.99,400.4
2018-10-25,497000,29.99,7.49,24.97
2018-10-29,504000,7.49,29.99,400.4
2018-11-21,548000,29.99,7.49,24.97
2018-11-27,513000,7.49,29.99,400.4
2018-12-20,516000,29.99,7.49,24.97
2019-01-03,522000,7.49,29.99,400.4
2019-02-04,527000,29.99,7.49,24.97
2019-02-11,529000,7.49,29.99,400.4
2019-05-04,549000,29.99,7.5,25.01
2019-05-06,566000,7.5,29.99,399.87
2019-06-25,565000,29.99,7.49,24.97
2019-07-09,589000,7.49,29.99,400.4
2019-09-11,595000,29.99,4.49,14.97
2019-09-12,617000,4.49,29.99,667.93
2019-11-26,633000,29.99,7.49,24.97
2019-12-03,641000,7.49,29.99,400.4
2019-12-19,647000,29.99,7.49,24.97
2020-01-02,662000,7.49,29.99,400.4
2020-01-23,599000,29.99,7.49,24.97
2020-01-26,610000,7.49,29.99,400.4
2020-03-09,591000,29.99,4.49,14.97
2020-03-16,621000,4.49,29.99,667.93
2020-05-05,611000,29.99,19.99,66.66
2020-06-25,622000,19.99,4.99,24.96
2020-07-09,630000,4.99,19.99,400.6
2020-09-17,642000,19.99,3.99,19.96
2020-09-22,659000,3.99,19.99,501.0
2020-11-25,660000,19.99,3.99,19.96
2020-12-01,665000,3.99,19.99,501.0
2020-12-22,663000,19.99,3.99,19.96
2021-01-05,673000,3.99,19.99,501.0
2021-02-12,673000,19.99,3.99,19.96
2021-02-14,673000,3.99,19.99,501.0
2021-03-01,675000,19.99,3.99,19.96
2021-03-08,704000,3.99,19.99,501.0
2021-05-27,693000,19.99,3.99,19.96
2021-05-31,706000,3.99,19.99,501.0
2021-06-24,698000,19.99,3.99,19.96
2021-07-08,705000,3.99,19.99,501.0
2021-10-28,712000,19.99,3.99,19.96
2021-11-01,715000,3.99,19.99,501.0
2021-11-24,714000,19.99,3.99,19.96
2021-12-01,718000,3.99,19.99,501.0
2021-12-22,718000,19.99,3.99,19.96
2022-01-05,720000,3.99,19.99,501.0
2022-01-27,721000,19.99,3.99,19.96
2022-02-03,723000,3.99,19.99,501.0
2022-06-23,731000,19.99,3.99,19.96
2022-07-07,733000,3.99,19.99,501.0
2022-07-18,734000,19.99,3.99,19.96
2022-07-25,735000,3.99,19.99,501.0
2022-08-22,738000,19.99,3.99,19.96
2022-08-28,740000,3.99,19.99,501.0
2022-09-26,743000,19.99,3.99,19.96
2022-10-03,745000,3.99,19.99,501.0
