date,Owners,Price,PriceChangeTo,discount
2016-06-06,8000,0.99,0.54,54.55
2016-06-13,11000,0.54,0.99,183.33
2016-06-23,15000,0.99,0.49,49.49
2016-07-04,19000,0.49,0.99,202.04
2016-09-26,19000,0.99,0.59,59.6
2016-10-03,19000,0.59,0.99,167.8
2016-10-28,19000,0.99,0.49,49.49
2016-11-02,20000,0.49,0.99,202.04
2016-11-23,19000,0.99,0.54,54.55
2016-11-29,18000,0.54,0.99,183.33
2016-12-17,23000,0.99,0.59,59.6
2016-12-21,22000,0.59,0.99,167.8
2016-12-22,22000,0.99,0.49,49.49
2017-01-02,21000,0.49,0.99,202.04
2017-02-27,25000,0.99,0.59,59.6
2017-03-06,25000,0.59,0.99,167.8
2017-03-30,23000,0.99,0.59,59.6
2017-04-03,23000,0.59,0.99,167.8
2017-06-22,26000,0.99,0.49,49.49
2017-07-05,28000,0.49,0.99,202.04
2017-08-07,28000,0.99,0.59,59.6
2017-08-14,28000,0.59,0.99,167.8
2017-10-26,31000,0.99,0.49,49.49
2017-11-01,30000,0.49,0.99,202.04
2017-11-22,29000,0.99,0.59,59.6
2017-11-29,30000,0.59,0.99,167.8
2017-12-21,29000,0.99,0.49,49.49
2018-01-04,31000,0.49,0.99,202.04
2018-01-08,32000,0.99,0.59,59.6
2018-01-16,30000,0.59,0.99,167.8
2018-02-14,29000,0.99,0.59,59.6
2018-02-18,30000,0.59,0.99,167.8
2018-06-21,27000,0.99,0.49,49.49
2018-07-05,27000,0.49,0.99,202.04
2018-09-17,28000,0.99,0.59,59.6
2018-09-24,27000,0.59,0.99,167.8
2018-12-20,28000,0.99,0.49,49.49
2019-01-03,28000,0.49,0.99,202.04
2019-02-04,29000,0.99,0.49,49.49
2019-02-11,29000,0.49,0.99,202.04
2019-06-25,28000,0.99,0.69,69.7
2019-07-09,29000,0.69,0.99,143.48
2019-09-02,29000,0.99,0.59,59.6
2019-09-09,30000,0.59,0.99,167.8
2019-12-19,31000,0.99,0.59,59.6
2020-01-02,31000,0.59,0.99,167.8
2020-06-25,28000,0.99,0.49,49.49
2020-07-09,28000,0.49,0.99,202.04
