date,Owners,Price,PriceChangeTo,discount
2015-06-11,640000,14.99,5.99,39.96
2015-06-22,624000,5.99,14.99,250.25
2015-10-29,648000,14.99,3.74,24.95
2015-11-02,652000,3.74,14.99,400.8
2015-11-25,653000,14.99,3.74,24.95
2015-12-01,659000,3.74,14.99,400.8
2015-12-22,664000,14.99,5.99,39.96
2016-01-04,661000,5.99,14.99,250.25
2016-02-05,680000,14.99,3.74,24.95
2016-02-12,663000,3.74,14.99,400.8
2016-06-23,657000,14.99,2.99,19.95
2016-07-04,667000,2.99,14.99,501.34
2016-10-28,705000,14.99,2.99,19.95
2016-11-01,704000,2.99,14.99,501.34
2016-11-23,724000,14.99,2.84,18.95
2016-11-29,712000,2.84,14.99,527.82
2016-12-22,737000,14.99,2.84,18.95
2017-01-02,743000,2.84,14.99,527.82
2017-05-22,816000,14.99,5.99,39.96
2017-05-29,828000,5.99,14.99,250.25
2017-06-22,812000,14.99,2.84,18.95
2017-07-05,838000,2.84,14.99,527.82
2017-09-18,861000,14.99,4.94,32.96
2017-09-24,870000,4.94,14.99,303.44
2017-10-26,875000,14.99,2.84,18.95
2017-11-01,866000,2.84,14.99,527.82
2017-11-22,856000,14.99,2.84,18.95
2017-11-28,861000,2.84,14.99,527.82
2017-12-05,868000,14.99,2.24,14.94
2017-12-08,869000,2.24,14.99,669.2
2017-12-21,874000,14.99,2.24,14.94
2018-01-04,887000,2.24,14.99,669.2
2018-02-18,831000,14.99,2.24,14.94
2018-02-19,830000,2.24,14.99,669.2
2018-04-09,881000,14.99,2.84,18.95
2018-04-17,882000,2.84,14.99,527.82
2018-06-20,797000,14.99,2.84,18.95
2018-07-05,800000,2.84,14.99,527.82
2018-08-20,808000,14.99,2.84,18.95
2018-08-27,809000,2.84,14.99,527.82
2018-10-29,807000,14.99,2.84,18.95
2018-11-01,808000,2.84,14.99,527.82
2018-11-21,808000,14.99,2.24,14.94
2018-11-27,808000,2.24,14.99,669.2
2018-12-20,807000,14.99,2.24,14.94
2019-01-03,811000,2.24,14.99,669.2
2019-02-04,812000,14.99,2.24,14.94
2019-02-11,813000,2.24,14.99,669.2
2019-04-29,817000,14.99,2.24,14.94
2019-05-06,821000,2.24,14.99,669.2
2019-06-25,866000,14.99,2.24,14.94
2019-07-09,868000,2.24,14.99,669.2
2019-07-18,868000,14.99,2.99,19.95
2019-07-22,871000,2.99,14.99,501.34
2019-09-05,869000,14.99,2.99,19.95
2019-09-09,871000,2.99,14.99,501.34
2019-11-26,866000,14.99,2.24,14.94
2019-12-03,866000,2.24,14.99,669.2
2019-12-19,866000,14.99,2.24,14.94
2020-01-02,66000,2.24,14.99,669.2
2020-01-23,792000,14.99,2.24,14.94
2020-01-27,148000,2.24,14.99,669.2
2020-06-25,757000,14.99,2.24,14.94
2020-07-09,756000,2.24,14.99,669.2
2020-09-22,754000,14.99,2.25,15.01
2020-09-24,754000,2.25,14.99,666.22
2020-11-25,752000,14.99,2.24,14.94
2020-12-01,751000,2.24,14.99,669.2
2020-12-22,753000,14.99,2.24,14.94
2021-01-05,752000,2.24,14.99,669.2
2021-02-12,751000,14.99,2.24,14.94
2021-02-15,751000,2.24,14.99,669.2
2021-06-24,724000,14.99,2.24,14.94
2021-07-08,724000,2.24,14.99,669.2
2021-10-28,717000,14.99,2.24,14.94
2021-11-01,716000,2.24,14.99,669.2
2021-11-24,715000,14.99,2.24,14.94
2021-12-01,715000,2.24,14.99,669.2
2021-12-22,186000,14.99,2.24,14.94
2022-01-05,713000,2.24,14.99,669.2
2022-05-19,703000,14.99,2.24,14.94
2022-05-24,704000,2.24,14.99,669.2
2022-06-23,702000,14.99,2.24,14.94
2022-07-07,701000,2.24,14.99,669.2
