date,Owners,Price,PriceChangeTo,discount
2017-06-13,12000,0.0,0.79,
2017-06-20,22000,0.79,0.99,125.32
2017-06-22,26000,0.99,0.79,79.8
2017-07-05,36000,0.79,0.99,125.32
2017-09-15,51000,0.99,0.69,69.7
2017-09-30,59000,0.69,0.99,143.48
2017-10-27,60000,0.99,0.69,69.7
2017-11-01,61000,0.69,0.99,143.48
2017-11-22,57000,0.99,0.69,69.7
2017-11-29,67000,0.69,0.99,143.48
2017-12-13,63000,0.99,0.69,69.7
2017-12-19,68000,0.69,0.99,143.48
2017-12-21,68000,0.99,0.64,64.65
2018-01-04,76000,0.64,0.99,154.69
2018-02-15,77000,0.99,0.69,69.7
2018-02-19,78000,0.69,0.99,143.48
2018-03-07,81000,0.99,0.69,69.7
2018-03-21,76000,0.69,0.99,143.48
2018-06-13,79000,0.99,0.69,69.7
2018-06-20,81000,0.69,0.99,143.48
2018-06-21,80000,0.99,0.69,69.7
2018-07-05,85000,0.69,0.99,143.48
2018-09-11,87000,0.99,0.69,69.7
2018-09-25,88000,0.69,0.99,143.48
2018-10-29,89000,0.99,0.69,69.7
2018-11-01,90000,0.69,0.99,143.48
2018-11-21,90000,0.99,0.69,69.7
2018-11-27,88000,0.69,0.99,143.48
2018-12-20,88000,0.99,0.64,64.65
2019-01-03,90000,0.64,0.99,154.69
2019-01-06,90000,0.99,0.64,64.65
2019-01-20,143000,0.64,0.99,154.69
2019-02-04,92000,0.99,0.64,64.65
2019-02-11,92000,0.64,0.99,154.69
2019-04-17,96000,0.99,0.69,69.7
2019-05-01,129000,0.69,0.99,143.48
2019-06-25,131000,0.99,0.59,59.6
2019-07-09,123000,0.59,0.99,167.8
2019-07-11,123000,0.99,0.59,59.6
2019-07-25,124000,0.59,0.99,167.8
2019-10-28,124000,0.99,0.69,69.7
2019-11-01,124000,0.69,0.99,143.48
2019-11-26,126000,0.99,0.69,69.7
2019-12-03,126000,0.69,0.99,143.48
2019-12-19,127000,0.99,0.59,59.6
2020-01-16,126000,0.59,0.99,167.8
2020-01-23,117000,0.99,0.59,59.6
2020-01-27,116000,0.59,0.99,167.8
2020-06-25,117000,0.99,0.59,59.6
2020-07-09,117000,0.59,0.99,167.8
2020-07-11,116000,0.99,0.64,64.65
2020-07-25,116000,0.64,0.99,154.69
2020-10-29,117000,0.99,0.69,69.7
2020-11-02,117000,0.69,0.99,143.48
2020-11-25,117000,0.99,0.69,69.7
2020-12-01,118000,0.69,0.99,143.48
2020-12-22,118000,0.99,0.69,69.7
2021-01-05,118000,0.69,0.99,143.48
2021-02-11,119000,0.99,0.69,69.7
2021-02-14,119000,0.69,0.99,143.48
2021-06-24,95000,0.99,0.69,69.7
2021-07-22,118000,0.69,0.99,143.48
2021-10-28,119000,0.99,0.69,69.7
2021-11-01,119000,0.69,0.99,143.48
2021-11-24,119000,0.99,0.69,69.7
2021-12-01,120000,0.69,0.99,143.48
2021-12-22,120000,0.99,0.69,69.7
2022-01-05,120000,0.69,0.99,143.48
2022-01-27,121000,0.99,0.69,69.7
2022-02-03,121000,0.69,0.99,143.48
2022-02-21,121000,0.99,0.79,79.8
2022-02-28,121000,0.79,0.99,125.32
2022-06-13,121000,0.99,0.69,69.7
2022-06-20,122000,0.69,0.99,143.48
2022-06-23,122000,0.99,0.69,69.7
2022-07-06,123000,0.69,0.99,143.48
2022-09-02,122000,0.99,1.99,201.01
2022-10-03,134000,1.99,1.09,54.77
2022-10-10,134000,1.09,1.99,182.57
