date,Owners,Price,PriceChangeTo,discount
2016-11-09,4000,3.19,3.99,125.08
2016-12-22,17000,3.99,1.79,44.86
2017-01-02,27000,1.79,3.99,222.91
2017-01-05,36000,3.99,3.19,79.95
2017-01-12,35000,3.19,3.99,125.08
2017-03-12,52000,3.99,0.79,19.8
2017-03-22,56000,0.79,3.99,505.06
2017-06-22,113000,3.99,0.51,12.78
2017-07-05,123000,0.51,3.99,782.35
2017-09-25,258000,3.99,0.79,19.8
2017-10-02,255000,0.79,3.99,505.06
2017-10-26,259000,3.99,0.79,19.8
2017-11-01,264000,0.79,3.99,505.06
2017-11-22,262000,3.99,0.59,14.79
2017-11-28,263000,0.59,3.99,676.27
2017-12-21,261000,3.99,0.59,14.79
2018-01-04,262000,0.59,3.99,676.27
2018-01-22,274000,3.99,0.51,12.78
2018-01-29,272000,0.51,3.99,782.35
2018-02-15,275000,3.99,0.51,12.78
2018-02-19,276000,0.51,3.99,782.35
2018-04-15,286000,3.99,0.59,14.79
2018-04-25,280000,0.59,3.99,676.27
2018-06-21,267000,3.99,0.51,12.78
2018-07-05,272000,0.51,3.99,782.35
2018-07-23,270000,3.99,0.51,12.78
2018-07-30,269000,0.51,3.99,782.35
2018-10-29,272000,3.99,0.51,12.78
2018-11-01,273000,0.51,3.99,782.35
2018-12-20,274000,3.99,0.51,12.78
2019-01-03,278000,0.51,3.99,782.35
2019-02-04,280000,3.99,0.51,12.78
2019-02-11,280000,0.51,3.99,782.35
2019-06-25,243000,3.99,0.51,12.78
2019-07-09,250000,0.51,3.99,782.35
2019-10-28,249000,3.99,1.19,29.82
2019-11-01,254000,1.19,3.99,335.29
2019-11-26,251000,3.99,0.79,19.8
2019-12-03,260000,0.79,3.99,505.06
2019-12-19,262000,3.99,0.51,12.78
2020-01-02,267000,0.51,3.99,782.35
2020-01-24,190000,3.99,0.51,12.78
2020-01-26,248000,0.51,3.99,782.35
2020-06-25,266000,3.99,0.51,12.78
2020-07-09,268000,0.51,3.99,782.35
2020-11-27,296000,3.99,1.19,29.82
2020-12-01,298000,1.19,3.99,335.29
2020-12-22,301000,3.99,1.19,29.82
2021-01-05,290000,1.19,3.99,335.29
2021-02-12,297000,3.99,0.79,19.8
2021-02-14,297000,0.79,3.99,505.06
2021-06-24,294000,3.99,0.79,19.8
2021-07-08,295000,0.79,3.99,505.06
2021-10-28,297000,3.99,0.51,12.78
2021-11-01,287000,0.51,3.99,782.35
2021-11-24,298000,3.99,0.51,12.78
2021-12-01,300000,0.51,3.99,782.35
2021-12-22,302000,3.99,0.51,12.78
2022-01-05,299000,0.51,3.99,782.35
2022-01-27,300000,3.99,0.79,19.8
2022-02-03,304000,0.79,3.99,505.06
2022-03-07,303000,3.99,2.67,66.92
2022-03-13,305000,2.67,3.99,149.44
2022-04-11,306000,3.99,2.67,66.92
2022-04-18,307000,2.67,3.99,149.44
2022-05-16,305000,3.99,2.67,66.92
2022-05-23,305000,2.67,3.99,149.44
2022-06-23,307000,3.99,0.79,19.8
2022-07-06,308000,0.79,3.99,505.06
2022-07-11,307000,3.99,2.67,66.92
2022-07-18,307000,2.67,3.99,149.44
2022-08-15,308000,3.99,2.67,66.92
2022-08-22,308000,2.67,3.99,149.44
2022-09-19,306000,3.99,0.51,12.78
2022-09-26,301000,0.51,3.99,782.35
