date,Owners,Price,PriceChangeTo,discount
2016-11-04,,0.0,2.69,
2016-11-11,1000,2.69,2.99,111.15
2016-12-22,7000,2.99,2.0,66.89
2017-01-02,10000,2.0,2.99,149.5
2017-01-23,12000,2.99,2.0,66.89
2017-01-30,12000,2.0,2.99,149.5
2017-03-27,17000,2.99,2.0,66.89
2017-04-03,18000,2.0,2.99,149.5
2017-05-29,26000,2.99,2.0,66.89
2017-06-05,26000,2.0,2.99,149.5
2017-06-22,28000,2.99,0.74,24.75
2017-07-05,28000,0.74,2.99,404.05
2017-07-31,31000,2.99,1.01,33.78
2017-08-07,34000,1.01,2.99,296.04
2017-10-26,41000,2.99,0.74,24.75
2017-11-01,39000,0.74,2.99,404.05
2017-11-07,42000,2.99,1.01,33.78
2017-11-13,49000,1.01,2.99,296.04
2017-11-22,61000,2.99,0.74,24.75
2017-11-28,68000,0.74,2.99,404.05
2017-12-20,82000,2.99,0.49,16.39
2018-01-04,87000,0.49,2.99,610.2
2018-01-22,91000,2.99,0.74,24.75
2018-01-29,94000,0.74,2.99,404.05
2018-02-15,101000,2.99,0.74,24.75
2018-02-19,100000,0.74,2.99,404.05
2018-03-26,109000,2.99,0.74,24.75
2018-04-02,116000,0.74,2.99,404.05
2018-05-28,102000,2.99,0.74,24.75
2018-06-04,103000,0.74,2.99,404.05
2018-06-21,75000,2.99,0.5,16.72
2018-07-05,110000,0.5,2.99,598.0
2018-08-06,112000,2.99,0.74,24.75
2018-08-13,115000,0.74,2.99,404.05
2018-10-08,122000,2.99,0.74,24.75
2018-10-15,120000,0.74,2.99,404.05
2018-10-29,121000,2.99,0.59,19.73
2018-11-01,125000,0.59,2.99,506.78
2018-11-21,119000,2.99,0.59,19.73
2018-11-27,124000,0.59,2.99,506.78
2018-12-10,124000,2.99,0.74,24.75
2018-12-17,121000,0.74,2.99,404.05
2018-12-20,121000,2.99,0.5,16.72
2019-01-03,125000,0.5,2.99,598.0
2019-02-04,130000,2.99,0.74,24.75
2019-02-11,132000,0.74,2.99,404.05
2019-02-18,133000,2.99,0.59,19.73
2019-02-25,109000,0.59,2.99,506.78
2019-04-22,116000,2.99,0.74,24.75
2019-04-29,118000,0.74,2.99,404.05
2019-06-10,131000,2.99,1.49,49.83
2019-06-17,137000,1.49,2.99,200.67
2019-06-25,141000,2.99,1.49,49.83
2019-07-09,237000,1.49,2.99,200.67
2019-08-05,244000,2.99,1.01,33.78
2019-08-12,257000,1.01,2.99,296.04
2019-09-23,279000,2.99,0.74,24.75
2019-09-30,296000,0.74,2.99,404.05
2019-10-28,316000,2.99,0.74,24.75
2019-11-01,317000,0.74,2.99,404.05
2019-11-26,330000,2.99,0.89,29.77
2019-12-03,338000,0.89,2.99,335.96
2019-12-19,346000,2.99,0.89,29.77
2020-01-02,353000,0.89,2.99,335.96
2020-01-23,328000,2.99,0.98,32.78
2020-01-27,324000,0.98,2.99,305.1
2020-03-02,328000,2.99,1.79,59.87
2020-03-09,328000,1.79,2.99,167.04
2020-06-01,133000,2.99,1.49,49.83
2020-06-08,134000,1.49,2.99,200.67
2020-06-25,350000,2.99,0.5,16.72
2020-07-09,364000,0.5,2.99,598.0
2020-10-05,389000,2.99,1.19,39.8
2020-10-12,391000,1.19,2.99,251.26
2020-10-29,138000,2.99,0.59,19.73
2020-11-02,398000,0.59,2.99,506.78
2020-11-25,404000,2.99,0.59,19.73
2020-12-01,140000,0.59,2.99,506.78
2020-12-22,141000,2.99,0.59,19.73
2021-01-05,418000,0.59,2.99,506.78
2021-02-12,430000,2.99,0.59,19.73
2021-02-14,430000,0.59,2.99,506.78
2021-05-03,438000,2.99,0.74,24.75
2021-05-10,439000,0.74,2.99,404.05
2021-06-24,464000,2.99,0.59,19.73
2021-07-08,147000,0.59,2.99,506.78
2021-10-28,511000,2.99,0.59,19.73
2021-11-01,512000,0.59,2.99,506.78
2021-11-24,516000,2.99,0.59,19.73
2021-12-01,516000,0.59,2.99,506.78
2021-12-22,520000,2.99,0.59,19.73
2022-01-05,521000,0.59,2.99,506.78
2022-01-28,523000,2.99,1.49,49.83
2022-02-02,151000,1.49,2.99,200.67
2022-06-23,538000,2.99,0.59,19.73
2022-07-06,540000,0.59,2.99,506.78
