date,Owners,Price,PriceChangeTo,discount
2015-11-18,,0.0,14.99,
2015-11-24,,14.99,19.99,133.36
2015-11-25,3000,19.99,14.99,74.99
2015-12-01,3000,14.99,19.99,133.36
2015-12-22,4000,19.99,14.99,74.99
2016-01-04,5000,14.99,19.99,133.36
2016-01-21,6000,19.99,14.99,74.99
2016-01-24,6000,14.99,19.99,133.36
2016-02-05,7000,19.99,14.99,74.99
2016-02-12,6000,14.99,19.99,133.36
2016-03-21,7000,19.99,13.99,69.98
2016-03-28,7000,13.99,19.99,142.89
2016-04-28,8000,19.99,11.99,59.98
2016-05-02,9000,11.99,19.99,166.72
2016-05-11,9000,19.99,11.99,59.98
2016-05-18,9000,11.99,19.99,166.72
2016-06-23,11000,19.99,11.99,59.98
2016-07-04,12000,11.99,19.99,166.72
2016-08-23,11000,19.99,11.99,59.98
2016-08-30,12000,11.99,19.99,166.72
2016-10-28,15000,19.99,9.99,49.97
2016-11-01,16000,9.99,19.99,200.1
2016-11-07,17000,19.99,9.99,49.97
2016-11-14,17000,9.99,19.99,200.1
2016-11-23,18000,19.99,9.99,49.97
2016-11-29,18000,9.99,19.99,200.1
2016-12-22,21000,19.99,9.99,49.97
2017-01-02,21000,9.99,19.99,200.1
2017-01-30,23000,19.99,9.99,49.97
2017-02-06,25000,9.99,19.99,200.1
2017-03-30,24000,19.99,9.99,49.97
2017-04-03,24000,9.99,19.99,200.1
2017-05-29,25000,19.99,9.99,49.97
2017-05-31,23000,9.99,19.99,200.1
2017-06-22,24000,19.99,9.99,49.97
2017-07-05,26000,9.99,19.99,200.1
2017-07-31,29000,19.99,9.99,49.97
2017-08-07,28000,9.99,19.99,200.1
2017-10-09,31000,19.99,9.99,49.97
2017-10-16,29000,9.99,19.99,200.1
2017-10-27,30000,19.99,9.99,49.97
2017-11-01,28000,9.99,19.99,200.1
2017-11-22,29000,19.99,9.99,49.97
2017-11-28,29000,9.99,19.99,200.1
2017-12-21,28000,19.99,9.99,49.97
2018-01-04,31000,9.99,19.99,200.1
2018-02-15,30000,19.99,9.99,49.97
2018-02-26,33000,9.99,19.99,200.1
2018-05-14,192000,19.99,9.99,49.97
2018-05-21,29000,9.99,19.99,200.1
2018-06-21,29000,19.99,9.99,49.97
2018-07-05,29000,9.99,19.99,200.1
2018-07-16,30000,19.99,9.99,49.97
2018-07-23,30000,9.99,19.99,200.1
2018-09-19,30000,19.99,9.99,49.97
2018-09-24,30000,9.99,19.99,200.1
2018-10-22,30000,19.99,9.99,49.97
2018-11-01,31000,9.99,19.99,200.1
2018-11-21,31000,19.99,9.99,49.97
2018-11-27,31000,9.99,19.99,200.1
2018-12-20,32000,19.99,9.99,49.97
2019-01-03,32000,9.99,19.99,200.1
2019-01-21,32000,19.99,9.99,49.97
