date,Owners,Price,PriceChangeTo,discount
2015-07-17,119000,0.0,12.74,
2015-07-24,125000,12.74,14.99,117.66
2015-09-21,163000,14.99,9.89,65.98
2015-09-28,163000,9.89,14.99,151.57
2015-10-29,166000,14.99,9.74,64.98
2015-11-02,168000,9.74,14.99,153.9
2015-11-25,165000,14.99,7.49,49.97
2015-12-01,165000,7.49,14.99,200.13
2015-12-22,169000,14.99,7.49,49.97
2016-01-05,169000,7.49,14.99,200.13
2016-02-05,176000,14.99,7.49,49.97
2016-02-12,168000,7.49,14.99,200.13
2016-06-23,870000,14.99,3.74,24.95
2016-07-04,870000,3.74,14.99,400.8
2016-08-16,877000,14.99,7.49,49.97
2016-08-19,878000,7.49,14.99,200.13
2016-11-23,921000,14.99,7.49,49.97
2016-11-29,909000,7.49,14.99,200.13
2016-12-22,915000,14.99,3.74,24.95
2017-01-02,911000,3.74,14.99,400.8
2017-03-27,1003000,14.99,4.94,32.96
2017-04-03,998000,4.94,14.99,303.44
2017-06-22,1103000,14.99,4.49,29.95
2017-07-05,1104000,4.49,14.99,333.85
2017-11-22,1175000,14.99,3.74,24.95
2017-11-28,1153000,3.74,14.99,400.8
2017-12-21,1178000,14.99,7.49,49.97
2018-01-04,1200000,7.49,14.99,200.13
2018-02-15,1143000,14.99,7.49,49.97
2018-02-19,1147000,7.49,14.99,200.13
2018-05-10,1023000,14.99,9.89,65.98
2018-05-15,1025000,9.89,14.99,151.57
2018-06-20,1034000,14.99,4.94,32.96
2018-07-05,1009000,4.94,14.99,303.44
2018-09-20,889000,14.99,3.74,24.95
2018-09-24,895000,3.74,14.99,400.8
2018-11-21,793000,14.99,4.94,32.96
2018-11-27,802000,4.94,14.99,303.44
2018-12-20,774000,14.99,4.94,32.96
2019-01-03,767000,4.94,14.99,303.44
2019-02-04,702000,14.99,9.89,65.98
2019-02-11,704000,9.89,14.99,151.57
2019-05-09,634000,14.99,7.49,49.97
2019-05-13,633000,7.49,14.99,200.13
2019-06-25,636000,14.99,9.89,65.98
2019-07-09,633000,9.89,14.99,151.57
2019-10-27,587000,14.99,9.89,65.98
2019-11-01,585000,9.89,14.99,151.57
2019-11-09,583000,14.99,4.49,29.95
2019-11-13,581000,4.49,14.99,333.85
2019-11-26,577000,14.99,4.49,29.95
2019-12-03,575000,4.49,14.99,333.85
2019-12-19,573000,14.99,4.49,29.95
2020-01-02,573000,4.49,14.99,333.85
2020-01-23,516000,14.99,3.74,24.95
2020-01-26,517000,3.74,14.99,400.8
2020-03-09,466000,14.99,2.84,18.95
2020-03-15,466000,2.84,14.99,527.82
2020-04-30,455000,14.99,1.49,9.94
2020-05-04,458000,1.49,14.99,1006.04
2020-06-25,454000,14.99,4.94,32.96
2020-07-09,456000,4.94,14.99,303.44
2020-08-03,456000,14.99,4.94,32.96
2020-08-10,457000,4.94,14.99,303.44
2020-10-29,135000,14.99,4.94,32.96
2020-11-02,452000,4.94,14.99,303.44
2020-11-25,473000,14.99,4.94,32.96
2020-12-02,475000,4.94,14.99,303.44
2020-12-22,474000,14.99,3.74,24.95
2021-01-05,476000,3.74,14.99,400.8
2021-02-12,151000,14.99,3.74,24.95
2021-02-14,151000,3.74,14.99,400.8
2021-03-25,464000,14.99,3.74,24.95
2021-03-29,467000,3.74,14.99,400.8
2021-04-01,466000,14.99,3.74,24.95
2021-04-05,468000,3.74,14.99,400.8
2021-04-19,466000,14.99,4.94,32.96
2021-04-26,213000,4.94,14.99,303.44
2021-06-07,214000,14.99,3.74,24.95
2021-06-14,468000,3.74,14.99,400.8
2021-06-24,467000,14.99,3.74,24.95
2021-07-08,467000,3.74,14.99,400.8
2021-07-26,469000,14.99,7.49,49.97
2021-08-02,469000,7.49,14.99,200.13
2021-09-13,467000,14.99,7.49,49.97
2021-09-20,468000,7.49,14.99,200.13
2021-10-28,469000,14.99,4.94,32.96
2021-11-01,469000,4.94,14.99,303.44
2021-11-24,469000,14.99,4.94,32.96
2021-12-01,471000,4.94,14.99,303.44
2021-12-22,469000,14.99,3.74,24.95
2022-01-05,471000,3.74,14.99,400.8
2022-01-26,471000,14.99,3.74,24.95
2022-02-02,472000,3.74,14.99,400.8
2022-02-27,472000,14.99,3.74,24.95
2022-03-07,472000,3.74,14.99,400.8
2022-06-23,476000,14.99,3.74,24.95
2022-07-07,477000,3.74,14.99,400.8
2022-08-04,477000,14.99,3.74,24.95
2022-08-11,477000,3.74,14.99,400.8
2022-09-15,477000,14.99,3.74,24.95
2022-09-19,477000,3.74,14.99,400.8
2022-10-20,236000,14.99,3.74,24.95
2022-10-28,478000,3.74,14.99,400.8
