date,Owners,Price,PriceChangeTo,discount
2017-04-21,4000,0.0,8.99,
2017-04-28,8000,8.99,9.99,111.12
2017-06-22,11000,9.99,8.49,84.98
2017-07-05,14000,8.49,9.99,117.67
2017-09-18,18000,9.99,8.49,84.98
2017-09-25,18000,8.49,9.99,117.67
2017-11-23,18000,9.99,8.49,84.98
2017-11-28,18000,8.49,9.99,117.67
2017-12-21,18000,9.99,8.49,84.98
2018-01-04,20000,8.49,9.99,117.67
2018-02-15,35000,9.99,8.49,84.98
2018-02-19,42000,8.49,9.99,117.67
2018-04-30,33000,9.99,7.99,79.98
2018-05-07,34000,7.99,9.99,125.03
2018-06-21,32000,9.99,6.99,69.97
2018-07-05,29000,6.99,9.99,142.92
2018-08-13,32000,9.99,6.99,69.97
2018-08-20,33000,6.99,9.99,142.92
2018-10-29,37000,9.99,6.99,69.97
2018-11-01,38000,6.99,9.99,142.92
2018-11-21,38000,9.99,4.99,49.95
2018-11-27,41000,4.99,9.99,200.2
2018-12-20,41000,9.99,4.99,49.95
2019-01-03,41000,4.99,9.99,200.2
2019-02-04,41000,9.99,4.99,49.95
2019-02-11,42000,4.99,9.99,200.2
2019-04-29,42000,9.99,4.99,49.95
2019-05-06,43000,4.99,9.99,200.2
2019-06-25,50000,9.99,4.99,49.95
2019-07-09,57000,4.99,9.99,200.2
2019-10-21,54000,9.99,4.99,49.95
2019-11-01,38000,4.99,9.99,200.2
2019-11-10,57000,9.99,4.99,49.95
2019-11-14,58000,4.99,9.99,200.2
2019-11-26,38000,9.99,4.99,49.95
2019-12-03,60000,4.99,9.99,200.2
2019-12-19,60000,9.99,3.99,39.94
2020-01-02,65000,3.99,9.99,250.38
2020-01-23,58000,9.99,4.99,49.95
2020-01-27,57000,4.99,9.99,200.2
2020-02-17,55000,9.99,5.99,59.96
2020-02-24,58000,5.99,9.99,166.78
2020-03-03,56000,9.99,4.99,49.95
2020-03-06,37000,4.99,9.99,200.2
2020-04-30,57000,9.99,4.99,49.95
2020-05-06,49000,4.99,9.99,200.2
2020-05-21,48000,9.99,4.99,49.95
2020-05-25,52000,4.99,9.99,200.2
2020-06-25,49000,9.99,3.99,39.94
2020-07-09,56000,3.99,9.99,250.38
2020-07-20,53000,9.99,7.99,79.98
2020-07-27,54000,7.99,9.99,125.03
2020-09-07,58000,9.99,4.99,49.95
2020-09-13,62000,4.99,9.99,200.2
2020-10-29,58000,9.99,3.99,39.94
2020-11-02,61000,3.99,9.99,250.38
2020-11-25,39000,9.99,3.99,39.94
2020-12-01,61000,3.99,9.99,250.38
2020-12-22,60000,9.99,3.99,39.94
2021-01-05,26000,3.99,9.99,250.38
2021-01-31,63000,9.99,3.99,39.94
2021-02-08,66000,3.99,9.99,250.38
2021-02-12,66000,9.99,4.99,49.95
2021-02-15,66000,4.99,9.99,200.2
2021-04-20,65000,9.99,4.99,49.95
2021-04-26,65000,4.99,9.99,200.2
2021-04-29,65000,9.99,4.99,49.95
2021-05-06,65000,4.99,9.99,200.2
2021-06-24,66000,9.99,3.99,39.94
2021-07-08,66000,3.99,9.99,250.38
2021-10-28,68000,9.99,4.99,49.95
2021-11-01,68000,4.99,9.99,200.2
2021-11-24,68000,9.99,4.99,49.95
2021-12-01,68000,4.99,9.99,200.2
2021-12-22,69000,9.99,3.99,39.94
2022-01-05,69000,3.99,9.99,250.38
2022-01-27,69000,9.99,4.99,49.95
2022-02-03,69000,4.99,9.99,200.2
2022-03-28,70000,9.99,3.99,39.94
2022-03-31,70000,3.99,9.99,250.38
2022-06-23,71000,9.99,3.99,39.94
2022-07-07,71000,3.99,9.99,250.38
2022-08-15,72000,9.99,4.99,49.95
2022-08-22,72000,4.99,9.99,200.2
2022-09-19,72000,9.99,4.99,49.95
2022-09-26,72000,4.99,9.99,200.2
