date,Owners,Price,PriceChangeTo,discount
2017-12-21,24000,0.0,24.99,
2019-11-21,38000,24.99,19.99,79.99
2019-12-03,41000,19.99,24.99,125.01
2019-12-19,44000,24.99,19.99,79.99
2020-01-02,46000,19.99,24.99,125.01
2020-01-23,43000,24.99,18.74,74.99
2020-01-27,42000,18.74,24.99,133.35
2020-02-10,40000,24.99,17.49,69.99
2020-02-17,42000,17.49,24.99,142.88
2020-03-30,42000,24.99,16.24,64.99
2020-04-06,61000,16.24,24.99,153.88
2020-04-28,43000,24.99,19.99,79.99
2020-05-18,44000,19.99,12.99,64.98
2020-05-25,45000,12.99,19.99,153.89
2020-06-25,46000,19.99,9.99,49.97
2020-07-09,47000,9.99,19.99,200.1
2020-07-27,47000,19.99,15.99,79.99
2020-08-03,48000,15.99,19.99,125.02
2020-09-27,53000,19.99,11.99,59.98
2020-10-05,60000,11.99,19.99,166.72
2020-10-29,47000,19.99,9.99,49.97
2020-11-02,62000,9.99,19.99,200.1
2020-11-25,59000,19.99,13.99,69.98
2020-12-01,60000,13.99,19.99,142.89
2020-12-13,63000,19.99,13.99,69.98
2020-12-21,52000,13.99,19.99,142.89
2020-12-22,62000,19.99,9.99,49.97
2021-01-05,66000,9.99,19.99,200.1
2021-02-11,64000,19.99,12.99,64.98
2021-02-15,64000,12.99,19.99,153.89
2021-03-08,65000,19.99,11.99,59.98
2021-03-15,67000,11.99,19.99,166.72
2021-05-27,96000,19.99,11.99,59.98
2021-05-31,96000,11.99,19.99,166.72
2021-06-24,98000,19.99,9.99,49.97
2021-07-08,100000,9.99,19.99,200.1
2021-07-26,100000,19.99,12.99,64.98
2021-08-02,101000,12.99,19.99,153.89
2021-09-23,103000,19.99,7.99,39.97
2021-10-07,105000,7.99,19.99,250.19
2021-10-28,106000,19.99,11.99,59.98
2021-11-01,107000,11.99,19.99,166.72
2021-11-24,107000,19.99,12.99,64.98
2021-12-01,108000,12.99,19.99,153.89
2021-12-06,108000,19.99,7.99,39.97
2021-12-13,108000,7.99,19.99,250.19
2021-12-22,108000,19.99,11.99,59.98
2022-01-05,109000,11.99,19.99,166.72
2022-01-27,110000,19.99,9.99,49.97
2022-02-03,124000,9.99,19.99,200.1
2022-02-07,126000,19.99,13.99,69.98
2022-02-14,172000,13.99,19.99,142.89
2022-03-28,896000,19.99,11.99,59.98
2022-04-11,891000,11.99,19.99,166.72
2022-05-16,799000,19.99,9.99,49.97
2022-05-23,727000,9.99,19.99,200.1
2022-05-24,149000,19.99,24.99,125.01
2022-06-23,718000,24.99,7.49,29.97
2022-07-06,710000,7.49,24.99,333.64
2022-08-01,708000,24.99,7.49,29.97
2022-08-08,700000,7.49,24.99,333.64
2022-10-25,707000,24.99,7.49,29.97
2022-11-01,696000,7.49,24.99,333.64
