date,Owners,Price,PriceChangeTo,discount
2017-09-26,6000,0.0,17.99,
2017-10-03,9000,17.99,19.99,111.12
2017-11-22,14000,19.99,11.99,59.98
2017-11-28,15000,11.99,19.99,166.72
2017-12-04,15000,19.99,9.99,49.97
2017-12-11,15000,9.99,19.99,200.1
2017-12-21,21000,19.99,9.99,49.97
2018-01-04,24000,9.99,19.99,200.1
2018-02-15,21000,19.99,11.99,59.98
2018-02-19,20000,11.99,19.99,166.72
2018-03-05,23000,19.99,11.99,59.98
2018-03-12,24000,11.99,19.99,166.72
2018-06-21,22000,19.99,13.99,69.98
2018-07-05,21000,13.99,19.99,142.89
2018-10-29,22000,19.99,14.99,74.99
2018-11-01,22000,14.99,19.99,133.36
2018-11-21,22000,19.99,11.99,59.98
2018-11-27,22000,11.99,19.99,166.72
2018-12-20,21000,19.99,9.99,49.97
2019-01-03,21000,9.99,19.99,200.1
2019-10-28,25000,19.99,11.99,59.98
2019-10-31,25000,11.99,19.99,166.72
2019-11-26,26000,19.99,11.99,59.98
2019-12-03,26000,11.99,19.99,166.72
2019-12-19,28000,19.99,11.99,59.98
2020-01-02,30000,11.99,19.99,166.72
2020-04-06,28000,19.99,9.99,49.97
2020-04-13,28000,9.99,19.99,200.1
2020-11-25,41000,19.99,9.99,49.97
2020-12-02,42000,9.99,19.99,200.1
2020-12-22,42000,19.99,7.99,39.97
2021-01-05,10000,7.99,19.99,250.19
2021-02-11,46000,19.99,4.99,24.96
2021-02-17,48000,4.99,9.99,200.2
2021-05-27,42000,9.99,2.49,24.92
2021-05-31,44000,2.49,9.99,401.2
2021-06-24,41000,9.99,2.49,24.92
2021-07-08,41000,2.49,9.99,401.2
2021-12-21,40000,9.99,2.49,24.92
2022-01-05,40000,2.49,9.99,401.2
2022-01-27,40000,9.99,2.49,24.92
2022-02-03,41000,2.49,9.99,401.2
2022-06-23,43000,9.99,6.69,66.97
2022-07-06,43000,6.69,9.99,149.33
2022-08-01,54000,9.99,6.69,66.97
2022-08-08,44000,6.69,9.99,149.33
