date,Owners,Price,PriceChangeTo,discount
2016-04-12,,0.0,13.49,
2016-04-19,7000,13.49,14.99,111.12
2016-06-23,18000,14.99,10.49,69.98
2016-07-04,22000,10.49,14.99,142.9
2016-10-28,27000,14.99,10.04,66.98
2016-11-01,26000,10.04,14.99,149.3
2016-11-23,27000,14.99,10.04,66.98
2016-11-29,29000,10.04,14.99,149.3
2016-12-22,28000,14.99,7.49,49.97
2017-01-02,32000,7.49,14.99,200.13
2017-01-23,34000,14.99,7.49,49.97
2017-01-30,36000,7.49,14.99,200.13
2017-06-22,48000,14.99,3.74,24.95
2017-07-05,56000,3.74,14.99,400.8
2017-10-26,56000,14.99,2.99,19.95
2017-11-01,59000,2.99,14.99,501.34
2017-11-23,64000,14.99,2.24,14.94
2017-11-28,64000,2.24,14.99,669.2
2017-12-21,70000,14.99,1.49,9.94
2018-01-04,82000,1.49,14.99,1006.04
2018-02-15,77000,14.99,3.74,24.95
2018-02-19,78000,3.74,14.99,400.8
2018-06-21,1216000,14.99,7.49,49.97
2018-07-05,1417000,7.49,14.99,200.13
2018-10-29,1329000,14.99,7.49,49.97
2018-11-01,1395000,7.49,14.99,200.13
2018-11-21,1364000,14.99,7.49,49.97
2018-11-27,1456000,7.49,14.99,200.13
2018-12-20,1483000,14.99,7.49,49.97
2019-01-03,1481000,7.49,14.99,200.13
2019-02-04,1509000,14.99,7.49,49.97
2019-02-11,1518000,7.49,14.99,200.13
2019-05-13,1599000,14.99,7.49,49.97
2019-05-28,1903000,7.49,14.99,200.13
2019-06-25,1926000,14.99,7.49,49.97
2019-07-09,1956000,7.49,14.99,200.13
2019-08-28,1985000,14.99,3.74,24.95
2019-09-04,1989000,3.74,14.99,400.8
2019-10-16,2013000,14.99,3.74,24.95
2019-10-23,2018000,3.74,14.99,400.8
2019-10-27,2020000,14.99,7.49,49.97
2019-11-01,2024000,7.49,14.99,200.13
2019-11-26,2044000,14.99,3.74,24.95
2019-12-03,2053000,3.74,14.99,400.8
2019-12-19,2068000,14.99,3.74,24.95
2020-01-02,2081000,3.74,14.99,400.8
2020-01-23,1916000,14.99,3.74,24.95
2020-01-26,1918000,3.74,14.99,400.8
2020-04-13,1910000,14.99,2.99,19.95
2020-04-20,1921000,2.99,14.99,501.34
2020-05-05,1934000,14.99,3.74,24.95
2020-05-11,1943000,3.74,14.99,400.8
2020-06-25,2019000,14.99,3.74,24.95
2020-07-09,2000000,3.74,14.99,400.8
2020-09-07,2068000,14.99,3.74,24.95
2020-09-14,1054000,3.74,14.99,400.8
2021-01-28,1129000,14.99,3.74,24.95
2021-01-31,2218000,3.74,14.99,400.8
2021-02-12,2231000,14.99,3.74,24.95
2021-02-14,2231000,3.74,14.99,400.8
2021-10-28,2456000,14.99,3.74,24.95
2021-11-01,2462000,3.74,14.99,400.8
2021-11-24,2484000,14.99,3.74,24.95
2021-12-01,1281000,3.74,14.99,400.8
2021-12-22,2513000,14.99,3.74,24.95
2022-01-05,2531000,3.74,14.99,400.8
2022-01-26,2548000,14.99,3.74,24.95
2022-02-07,2560000,3.74,14.99,400.8
2022-06-23,2702000,14.99,7.49,49.97
2022-07-07,2717000,7.49,14.99,200.13
2022-09-19,2794000,14.99,3.74,24.95
2022-09-26,2801000,3.74,14.99,400.8
