date,Owners,Price,PriceChangeTo,discount
2015-04-01,465000,0.0,19.99,
2015-05-04,459000,19.99,4.99,24.96
2015-05-13,456000,4.99,19.99,400.6
2015-06-11,469000,19.99,9.99,49.97
2015-06-22,460000,9.99,19.99,200.1
2015-08-17,469000,19.99,4.99,24.96
2015-08-24,482000,4.99,19.99,400.6
2015-11-06,474000,19.99,3.99,19.96
2015-11-09,477000,3.99,19.99,501.0
2015-11-26,493000,19.99,3.99,19.96
2015-12-01,484000,3.99,19.99,501.0
2015-12-22,489000,19.99,3.99,19.96
2016-01-04,488000,3.99,19.99,501.0
2016-02-05,511000,19.99,4.99,24.96
2016-02-12,493000,4.99,19.99,400.6
2016-06-23,487000,19.99,1.99,9.95
2016-07-06,494000,1.99,19.99,1004.52
2016-09-02,501000,19.99,4.99,24.96
2016-09-05,505000,4.99,19.99,400.6
2016-11-23,526000,19.99,4.99,24.96
2016-11-29,518000,4.99,19.99,400.6
2016-12-22,531000,19.99,4.99,24.96
2017-01-02,546000,4.99,19.99,400.6
2017-02-27,529000,19.99,4.99,24.96
2017-03-06,544000,4.99,17.99,360.52
2017-03-13,555000,17.99,19.99,111.12
2017-06-01,559000,19.99,4.99,24.96
2017-06-05,562000,4.99,19.99,400.6
2017-06-22,555000,19.99,4.99,24.96
2017-07-05,573000,4.99,19.99,400.6
2017-08-07,583000,19.99,4.99,24.96
2017-08-14,604000,4.99,17.99,360.52
2017-08-21,627000,17.99,19.99,111.12
2017-11-21,600000,19.99,4.99,24.96
2017-11-28,586000,4.99,19.99,400.6
2017-12-22,600000,19.99,4.99,24.96
2018-01-04,611000,4.99,19.99,400.6
2018-01-15,590000,19.99,4.99,24.96
2018-01-22,587000,4.99,19.99,400.6
2018-06-20,541000,19.99,4.99,24.96
2018-07-05,550000,4.99,19.99,400.6
2018-07-30,552000,19.99,4.99,24.96
2018-08-06,557000,4.99,19.99,400.6
2018-08-23,554000,19.99,4.99,24.96
2018-08-27,570000,4.99,19.99,400.6
2018-11-21,553000,19.99,4.99,24.96
2018-11-27,573000,4.99,19.99,400.6
2018-12-10,568000,19.99,17.99,89.99
2018-12-11,560000,17.99,19.99,111.12
2018-12-14,568000,19.99,17.99,89.99
2018-12-15,569000,17.99,19.99,111.12
2018-12-16,569000,19.99,17.99,89.99
2018-12-17,570000,17.99,19.99,111.12
2018-12-20,565000,19.99,4.99,24.96
2019-01-03,577000,4.99,19.99,400.6
2019-02-04,562000,19.99,4.99,24.96
2019-02-11,572000,4.99,19.99,400.6
2019-06-25,348000,19.99,4.99,24.96
2019-07-09,350000,4.99,19.99,400.6
2019-07-23,354000,19.99,3.99,19.96
2019-07-25,356000,3.99,19.99,501.0
2019-08-13,351000,19.99,17.99,89.99
2019-08-17,351000,17.99,19.99,111.12
2019-09-26,349000,19.99,4.99,24.96
2019-09-30,354000,4.99,19.99,400.6
2019-10-27,357000,19.99,4.99,24.96
2019-11-05,208000,4.99,19.99,400.6
2019-11-26,339000,19.99,4.99,24.96
2019-12-03,337000,4.99,19.99,400.6
2019-12-19,335000,19.99,4.99,24.96
2020-01-02,326000,4.99,19.99,400.6
2020-03-23,284000,19.99,4.99,24.96
2020-03-30,276000,4.99,19.99,400.6
2020-04-20,268000,19.99,17.99,89.99
2020-04-21,268000,17.99,19.99,111.12
2020-04-24,183000,19.99,17.99,89.99
2020-04-25,268000,17.99,19.99,111.12
2020-05-13,264000,19.99,4.99,24.96
2020-05-18,270000,4.99,19.99,400.6
2020-06-25,265000,19.99,4.99,24.96
2020-07-09,266000,4.99,19.99,400.6
2020-09-17,247000,19.99,4.99,24.96
2020-09-21,259000,4.99,19.99,400.6
2020-09-28,252000,19.99,4.99,24.96
2020-10-05,260000,4.99,19.99,400.6
2020-11-25,228000,19.99,4.99,24.96
2020-12-01,238000,4.99,19.99,400.6
2020-12-22,233000,19.99,4.99,24.96
2021-01-05,239000,4.99,19.99,400.6
2021-01-25,196000,19.99,4.99,24.96
2021-02-01,247000,4.99,19.99,400.6
2021-02-12,229000,19.99,4.99,24.96
2021-02-15,229000,4.99,19.99,400.6
2021-03-02,197000,19.99,4.99,24.96
2021-03-05,230000,4.99,19.99,400.6
2021-06-14,195000,19.99,4.99,24.96
2021-06-21,207000,4.99,19.99,400.6
2021-06-24,206000,19.99,4.99,24.96
2021-07-08,209000,4.99,19.99,400.6
2021-09-16,214000,19.99,1.99,9.95
2021-09-23,219000,1.99,19.99,1004.52
2021-11-04,212000,19.99,4.99,24.96
2021-11-08,215000,4.99,19.99,400.6
2021-11-24,217000,19.99,4.99,24.96
2021-12-01,215000,4.99,19.99,400.6
2021-12-22,216000,19.99,4.99,24.96
2022-01-05,215000,4.99,19.99,400.6
2022-01-26,217000,19.99,4.99,24.96
2022-02-03,218000,4.99,19.99,400.6
2022-03-28,222000,19.99,4.99,24.96
2022-04-04,225000,4.99,19.99,400.6
2022-05-23,226000,19.99,4.99,24.96
2022-05-31,226000,4.99,19.99,400.6
2022-06-22,227000,19.99,4.99,24.96
2022-07-07,229000,4.99,19.99,400.6
2022-08-11,231000,19.99,4.99,24.96
2022-08-18,231000,4.99,19.99,400.6
2022-10-17,234000,19.99,4.99,24.96
2022-10-24,234000,4.99,19.99,400.6
