date,Owners,Price,PriceChangeTo,discount
2015-11-23,6000,0.0,42.49,
2015-11-30,7000,42.49,49.99,117.65
2015-12-22,9000,49.99,42.49,85.0
2016-01-04,10000,42.49,49.99,117.65
2016-02-05,11000,49.99,42.49,85.0
2016-02-12,12000,42.49,49.99,117.65
2016-03-14,12000,49.99,37.49,74.99
2016-03-21,14000,37.49,49.99,133.34
2016-04-28,18000,49.99,24.99,49.99
2016-05-02,20000,24.99,49.99,200.04
2016-06-02,23000,49.99,24.99,49.99
2016-06-09,24000,24.99,49.99,200.04
2016-06-23,24000,49.99,24.99,49.99
2016-07-06,27000,24.99,49.99,200.04
2016-11-23,29000,49.99,24.99,49.99
2016-11-29,30000,24.99,49.99,200.04
2016-12-22,32000,49.99,24.99,49.99
2017-01-02,34000,24.99,49.99,200.04
2017-02-13,38000,49.99,19.99,39.99
2017-02-20,41000,19.99,49.99,250.08
2017-03-30,42000,49.99,19.99,39.99
2017-04-03,43000,19.99,49.99,250.08
2017-06-22,44000,49.99,17.49,34.99
2017-07-05,50000,17.49,49.99,285.82
2017-08-28,57000,49.99,19.99,39.99
2017-09-04,55000,19.99,49.99,250.08
2017-11-22,55000,49.99,17.49,34.99
2017-11-28,57000,17.49,49.99,285.82
2017-12-21,62000,49.99,17.49,34.99
2018-01-04,66000,17.49,49.99,285.82
2018-02-15,67000,49.99,17.49,34.99
2018-02-19,70000,17.49,49.99,285.82
2018-05-14,37000,49.99,34.99,69.99
2018-05-21,62000,34.99,49.99,142.87
2018-06-21,64000,49.99,17.49,34.99
2018-07-05,67000,17.49,49.99,285.82
2018-09-24,67000,49.99,32.49,64.99
2018-10-01,68000,32.49,49.99,153.86
2018-10-29,69000,49.99,24.99,49.99
2018-11-01,69000,24.99,49.99,200.04
2018-11-21,69000,49.99,17.49,34.99
2018-11-27,71000,17.49,49.99,285.82
2018-12-20,71000,49.99,17.49,34.99
2019-01-03,73000,17.49,49.99,285.82
2019-02-04,73000,49.99,19.99,39.99
2019-02-11,74000,19.99,49.99,250.08
2019-04-29,76000,49.99,19.99,39.99
2019-05-06,77000,19.99,49.99,250.08
2019-06-25,80000,49.99,19.99,39.99
2019-07-09,84000,19.99,49.99,250.08
2019-10-16,54000,49.99,44.99,90.0
2019-10-27,91000,44.99,26.99,59.99
2019-11-01,123000,26.99,44.99,166.69
2019-11-10,123000,44.99,26.99,59.99
2019-11-12,123000,26.99,44.99,166.69
2019-11-26,93000,44.99,26.99,59.99
2019-12-03,94000,26.99,44.99,166.69
2019-12-19,126000,44.99,26.99,59.99
2020-01-02,95000,26.99,44.99,166.69
2020-01-23,115000,44.99,26.99,59.99
2020-01-27,112000,26.99,44.99,166.69
2020-03-03,111000,44.99,22.49,49.99
2020-03-06,113000,22.49,44.99,200.04
2020-04-30,115000,44.99,22.49,49.99
2020-05-06,91000,22.49,44.99,200.04
2020-05-21,116000,44.99,20.24,44.99
2020-05-25,127000,20.24,44.99,222.28
2020-06-25,96000,44.99,22.49,49.99
2020-07-09,76000,22.49,44.99,200.04
2020-10-29,103000,44.99,22.49,49.99
2020-11-02,131000,22.49,44.99,200.04
2020-11-25,132000,44.99,26.99,59.99
2020-12-01,136000,26.99,44.99,166.69
2020-12-22,135000,44.99,20.24,44.99
2021-01-05,108000,20.24,44.99,222.28
2021-02-12,90000,44.99,20.24,44.99
2021-02-15,90000,20.24,44.99,222.28
2021-04-20,145000,44.99,15.74,34.99
2021-04-26,182000,15.74,44.99,285.83
2021-04-29,122000,44.99,22.49,49.99
2021-05-06,123000,22.49,44.99,200.04
2021-06-24,171000,44.99,15.74,34.99
2021-07-08,189000,15.74,44.99,285.83
2021-10-28,138000,44.99,17.99,39.99
2021-11-01,140000,17.99,44.99,250.08
2021-11-24,141000,44.99,17.99,39.99
2021-12-01,144000,17.99,44.99,250.08
2021-12-22,197000,44.99,15.74,34.99
2022-01-05,201000,15.74,44.99,285.83
2022-01-26,148000,44.99,17.99,39.99
2022-02-03,206000,17.99,44.99,250.08
2022-03-28,142000,44.99,15.74,34.99
2022-03-31,218000,15.74,44.99,285.83
2022-06-22,214000,44.99,15.74,34.99
2022-07-07,222000,15.74,44.99,285.83
2022-10-24,143000,44.99,20.24,44.99
2022-10-31,227000,20.24,44.99,222.28
