date,Owners,Price,PriceChangeTo,discount
2015-08-31,20000,14.99,19.99,133.36
2015-10-29,24000,19.99,14.99,74.99
2015-11-02,22000,14.99,19.99,133.36
2015-11-25,30000,19.99,9.99,49.97
2015-12-01,31000,9.99,19.99,200.1
2015-12-22,40000,19.99,9.99,49.97
2016-01-04,44000,9.99,19.99,200.1
2016-02-05,46000,19.99,9.99,49.97
2016-02-12,45000,9.99,19.99,200.1
2016-04-22,53000,19.99,9.99,49.97
2016-04-25,54000,9.99,19.99,200.1
2016-04-28,53000,19.99,13.99,69.98
2016-05-02,54000,13.99,19.99,142.89
2016-06-23,57000,19.99,9.99,49.97
2016-07-04,61000,9.99,19.99,200.1
2016-09-02,62000,19.99,9.99,49.97
2016-09-06,63000,9.99,19.99,200.1
2016-10-28,65000,19.99,9.99,49.97
2016-11-01,67000,9.99,19.99,200.1
2016-11-23,65000,19.99,9.99,49.97
2016-11-28,64000,9.99,19.99,200.1
2016-12-23,70000,19.99,9.99,49.97
2017-01-02,70000,9.99,19.99,200.1
2017-11-23,78000,19.99,9.99,49.97
2017-11-28,79000,9.99,19.99,200.1
2017-12-21,77000,19.99,9.99,49.97
2018-01-03,80000,9.99,19.99,200.1
2018-02-14,73000,19.99,9.99,49.97
2018-02-19,75000,9.99,19.99,200.1
2018-10-29,70000,19.99,9.99,49.97
2018-11-01,70000,9.99,19.99,200.1
2018-11-21,70000,19.99,9.99,49.97
2018-11-27,71000,9.99,19.99,200.1
2018-12-20,70000,19.99,9.99,49.97
2019-01-03,71000,9.99,19.99,200.1
2019-10-27,85000,19.99,9.99,49.97
2019-11-01,85000,9.99,19.99,200.1
2019-11-26,87000,19.99,9.99,49.97
2019-12-03,70000,9.99,19.99,200.1
2019-12-19,90000,19.99,9.99,49.97
2020-01-02,92000,9.99,19.99,200.1
2020-01-23,43000,19.99,9.99,49.97
2020-01-26,69000,9.99,19.99,200.1
2020-06-25,115000,19.99,9.99,49.97
2020-07-09,119000,9.99,19.99,200.1
2020-09-24,123000,19.99,9.99,49.97
2020-09-28,125000,9.99,19.99,200.1
2020-10-29,127000,19.99,9.99,49.97
2020-11-02,128000,9.99,19.99,200.1
2020-11-25,128000,19.99,9.99,49.97
2020-12-02,129000,9.99,19.99,200.1
2020-12-22,130000,19.99,9.99,49.97
2021-01-05,133000,9.99,19.99,200.1
2021-02-12,137000,19.99,9.99,49.97
2021-02-15,137000,9.99,19.99,200.1
2021-06-24,141000,19.99,9.99,49.97
2021-07-08,143000,9.99,19.99,200.1
2021-10-28,146000,19.99,9.99,49.97
2021-11-01,146000,9.99,19.99,200.1
2021-11-24,147000,19.99,9.99,49.97
2021-12-01,147000,9.99,19.99,200.1
2021-12-22,150000,19.99,9.99,49.97
2022-01-05,151000,9.99,19.99,200.1
2022-01-26,151000,19.99,9.99,49.97
2022-02-02,151000,9.99,19.99,200.1
2022-03-14,150000,19.99,9.99,49.97
2022-03-21,192000,9.99,19.99,200.1
2022-06-22,200000,19.99,9.99,49.97
2022-07-07,157000,9.99,19.99,200.1
2022-08-11,158000,19.99,9.99,49.97
2022-08-18,159000,9.99,19.99,200.1
