date,Owners,Price,PriceChangeTo,discount
2015-04-02,12000,10.49,14.99,142.9
2015-06-11,17000,14.99,9.74,64.98
2015-06-16,20000,9.74,7.49,76.9
2015-06-17,19000,7.49,9.74,130.04
2015-06-23,20000,9.74,14.99,153.9
2015-11-25,23000,14.99,8.99,59.97
2015-12-01,22000,8.99,14.99,166.74
2015-12-22,24000,14.99,8.99,59.97
2016-01-04,24000,8.99,14.99,166.74
2016-02-05,27000,14.99,10.49,69.98
2016-02-13,23000,10.49,14.99,142.9
2016-06-24,26000,14.99,9.74,64.98
2016-07-04,24000,9.74,14.99,153.9
2016-11-23,28000,14.99,7.49,49.97
2016-11-29,26000,7.49,14.99,200.13
2016-12-22,26000,14.99,7.49,49.97
2017-01-02,32000,7.49,14.99,200.13
2017-02-25,25000,14.99,7.49,49.97
2017-02-28,25000,7.49,14.99,200.13
2017-06-23,26000,14.99,7.49,49.97
2017-07-05,28000,7.49,14.99,200.13
2017-10-26,27000,14.99,6.74,44.96
2017-11-01,27000,6.74,14.99,222.4
2017-11-22,29000,14.99,6.74,44.96
2017-11-28,26000,6.74,14.99,222.4
2017-12-21,32000,14.99,6.74,44.96
2018-01-04,29000,6.74,14.99,222.4
2018-02-15,25000,14.99,7.49,49.97
2018-02-19,26000,7.49,14.99,200.13
2018-06-20,25000,14.99,7.49,49.97
2018-07-05,25000,7.49,14.99,200.13
2018-11-21,25000,14.99,2.99,19.95
2018-11-27,30000,2.99,14.99,501.34
2018-12-20,31000,14.99,3.74,24.95
2019-01-03,31000,3.74,14.99,400.8
2019-02-04,32000,14.99,3.74,24.95
2019-02-11,32000,3.74,14.99,400.8
2019-06-25,35000,14.99,3.59,23.95
2019-07-09,38000,3.59,14.99,417.55
2019-10-27,36000,14.99,2.99,19.95
2019-11-01,36000,2.99,14.99,501.34
2019-11-26,37000,14.99,2.99,19.95
2019-12-03,37000,2.99,14.99,501.34
2019-12-19,37000,14.99,2.99,19.95
2020-01-02,38000,2.99,14.99,501.34
2020-01-23,35000,14.99,7.49,49.97
2020-01-26,35000,7.49,14.99,200.13
2020-04-01,36000,14.99,2.99,19.95
2020-04-15,37000,2.99,14.99,501.34
2020-05-27,39000,14.99,2.99,19.95
2020-06-10,41000,2.99,14.99,501.34
2020-06-25,41000,14.99,2.99,19.95
2020-07-09,43000,2.99,14.99,501.34
2020-08-28,46000,14.99,2.99,19.95
2020-09-11,47000,2.99,14.99,501.34
2020-11-25,57000,14.99,2.99,19.95
2020-12-02,55000,2.99,14.99,501.34
2020-12-22,55000,14.99,2.99,19.95
2021-01-05,61000,2.99,14.99,501.34
2021-02-12,65000,14.99,2.99,19.95
2021-02-15,65000,2.99,14.99,501.34
2021-04-02,69000,14.99,2.99,19.95
2021-04-16,69000,2.99,14.99,501.34
2021-05-29,72000,14.99,2.99,19.95
2021-06-12,92000,2.99,14.99,501.34
2021-06-24,91000,14.99,2.99,19.95
2021-07-08,98000,2.99,14.99,501.34
2021-08-05,96000,14.99,2.99,19.95
2021-08-19,98000,2.99,14.99,501.34
2021-09-30,97000,14.99,2.99,19.95
2021-10-04,97000,2.99,14.99,501.34
2021-10-28,97000,14.99,2.99,19.95
2021-11-01,96000,2.99,14.99,501.34
2021-11-24,95000,14.99,2.99,19.95
2021-12-01,97000,2.99,14.99,501.34
2021-12-22,98000,14.99,2.99,19.95
2022-01-05,98000,2.99,14.99,501.34
2022-01-26,94000,14.99,2.99,19.95
2022-02-02,96000,2.99,14.99,501.34
2022-04-14,93000,14.99,2.99,19.95
2022-04-20,97000,2.99,14.99,501.34
2022-06-22,92000,14.99,2.99,19.95
2022-07-07,92000,2.99,14.99,501.34
2022-08-12,92000,14.99,2.99,19.95
2022-08-26,98000,2.99,14.99,501.34
2022-10-08,100000,14.99,2.99,19.95
2022-10-10,100000,2.99,14.99,501.34
