date,Owners,Price,PriceChangeTo,discount
2015-04-01,89000,0.0,19.99,
2015-06-11,110000,19.99,9.99,49.97
2015-06-15,123000,9.99,3.99,39.94
2015-06-16,128000,3.99,9.99,250.38
2015-06-22,121000,9.99,19.99,200.1
2015-09-08,156000,19.99,3.99,19.96
2015-09-11,157000,3.99,19.99,501.0
2015-10-15,170000,19.99,3.99,19.96
2015-10-20,173000,3.99,19.99,501.0
2015-11-25,179000,19.99,3.99,19.96
2015-12-01,177000,3.99,19.99,501.0
2015-12-22,190000,19.99,3.99,19.96
2016-01-05,192000,3.99,19.99,501.0
2016-02-05,199000,19.99,3.99,19.96
2016-02-12,195000,3.99,19.99,501.0
2016-06-23,278000,19.99,3.99,19.96
2016-07-04,287000,3.99,19.99,501.0
2016-08-29,287000,19.99,4.99,24.96
2016-09-05,286000,4.99,19.99,400.6
2016-10-12,325000,19.99,3.99,19.96
2016-10-17,325000,3.99,19.99,501.0
2016-11-23,325000,19.99,3.99,19.96
2016-11-30,318000,3.99,19.99,501.0
2016-12-22,335000,19.99,2.99,14.96
2017-01-02,341000,2.99,19.99,668.56
2017-03-06,336000,19.99,2.99,14.96
2017-03-13,347000,2.99,19.99,668.56
2017-03-31,346000,19.99,3.99,19.96
2017-04-03,352000,3.99,19.99,501.0
2017-06-22,355000,19.99,2.99,14.96
2017-07-05,359000,2.99,19.99,668.56
2017-08-21,426000,19.99,2.99,14.96
2017-08-28,442000,2.99,19.99,668.56
2017-10-13,431000,19.99,2.99,14.96
2017-10-16,435000,2.99,19.99,668.56
2017-11-22,1412000,19.99,3.99,19.96
2017-11-28,1445000,3.99,19.99,501.0
2017-12-21,1448000,19.99,3.99,19.96
2018-01-04,1477000,3.99,19.99,501.0
2018-02-15,1426000,19.99,3.99,19.96
2018-02-19,1428000,3.99,19.99,501.0
2018-06-20,1360000,19.99,4.99,24.96
2018-07-05,1369000,4.99,19.99,400.6
2018-10-25,1375000,19.99,4.99,24.96
2018-10-29,1379000,4.99,19.99,400.6
2018-12-20,1402000,19.99,3.99,19.96
2019-01-03,1424000,3.99,19.99,501.0
2019-02-04,1429000,19.99,3.99,19.96
2019-02-11,1436000,3.99,19.99,501.0
2019-03-18,1452000,19.99,3.99,19.96
2019-04-11,1452000,3.99,19.99,501.0
2019-06-25,1351000,19.99,3.99,19.96
2019-07-09,1382000,3.99,19.99,501.0
2019-10-27,1394000,19.99,3.99,19.96
2019-11-01,1404000,3.99,19.99,501.0
2019-11-26,1410000,19.99,3.99,19.96
2019-12-03,1413000,3.99,19.99,501.0
2019-12-18,1416000,19.99,3.99,19.96
2020-01-02,1430000,3.99,19.99,501.0
2020-01-23,1302000,19.99,3.99,19.96
2020-01-27,1306000,3.99,19.99,501.0
2020-03-02,1271000,19.99,3.99,19.96
2020-03-09,1273000,3.99,19.99,501.0
2020-06-25,1317000,19.99,3.99,19.96
2020-07-09,621000,3.99,19.99,501.0
2020-09-17,1367000,19.99,3.99,19.96
2020-09-22,1374000,3.99,19.99,501.0
2020-10-29,1387000,19.99,3.99,19.96
2020-11-02,1390000,3.99,19.99,501.0
2020-11-25,1397000,19.99,3.99,19.96
2020-12-01,1398000,3.99,19.99,501.0
2020-12-22,1406000,19.99,3.99,19.96
2021-01-05,1415000,3.99,19.99,501.0
2021-02-12,1418000,19.99,3.99,19.96
2021-02-15,1418000,3.99,19.99,501.0
2021-04-29,1385000,19.99,3.99,19.96
2021-05-06,1395000,3.99,19.99,501.0
2021-06-24,1389000,19.99,3.99,19.96
2021-07-08,1397000,3.99,19.99,501.0
2021-10-28,1410000,19.99,3.99,19.96
2021-11-01,1414000,3.99,19.99,501.0
2021-11-24,1414000,19.99,3.99,19.96
2021-12-01,643000,3.99,19.99,501.0
2021-12-22,1422000,19.99,3.99,19.96
2022-01-05,1423000,3.99,19.99,501.0
2022-01-27,1422000,19.99,3.99,19.96
2022-02-03,1426000,3.99,19.99,501.0
2022-06-18,1435000,19.99,2.99,14.96
2022-07-07,1441000,2.99,19.99,668.56
2022-07-25,1441000,19.99,2.99,14.96
2022-08-01,1446000,2.99,19.99,668.56
2022-08-29,1449000,19.99,2.99,14.96
2022-09-05,1452000,2.99,19.99,668.56
2022-10-02,1447000,19.99,2.99,14.96
2022-10-10,1450000,2.99,19.99,668.56
