date,Owners,Price,PriceChangeTo,discount
2017-08-10,,0.0,9.59,
2017-08-17,10000,9.59,11.99,125.03
2017-10-26,10000,11.99,8.39,69.97
2017-11-01,10000,8.39,11.99,142.91
2017-11-22,13000,11.99,8.39,69.97
2017-11-28,13000,8.39,11.99,142.91
2017-12-21,13000,11.99,8.39,69.97
2018-01-04,14000,8.39,11.99,142.91
2018-02-15,14000,11.99,8.39,69.97
2018-02-19,15000,8.39,11.99,142.91
2018-06-21,27000,11.99,3.59,29.94
2018-07-05,22000,3.59,11.99,333.98
2018-10-29,34000,11.99,5.99,49.96
2018-11-01,33000,5.99,11.99,200.17
2018-11-21,35000,11.99,5.99,49.96
2018-11-27,33000,5.99,11.99,200.17
2018-12-20,35000,11.99,5.99,49.96
2019-01-03,33000,5.99,11.99,200.17
2019-02-04,35000,11.99,5.99,49.96
2019-02-11,36000,5.99,11.99,200.17
2019-05-06,43000,11.99,7.79,64.97
2019-05-13,44000,7.79,11.99,153.92
2019-06-25,47000,11.99,5.99,49.96
2019-07-09,46000,5.99,11.99,200.17
2019-08-12,48000,11.99,7.79,64.97
2019-08-19,48000,7.79,11.99,153.92
2019-10-28,53000,11.99,5.99,49.96
2019-11-01,53000,5.99,11.99,200.17
2019-11-26,57000,11.99,5.99,49.96
2019-12-03,58000,5.99,11.99,200.17
2019-12-19,53000,11.99,5.99,49.96
2020-01-02,54000,5.99,11.99,200.17
2020-01-23,51000,11.99,5.99,49.96
2020-01-26,28000,5.99,11.99,200.17
2020-02-10,50000,11.99,9.59,79.98
2020-02-17,50000,9.59,11.99,125.03
2020-04-20,56000,11.99,5.99,49.96
2020-04-28,31000,5.99,11.99,200.17
2020-06-08,33000,11.99,5.99,49.96
2020-06-14,63000,5.99,11.99,200.17
2020-06-25,63000,11.99,5.99,49.96
2020-07-09,65000,5.99,11.99,200.17
2020-07-27,27000,11.99,5.99,49.96
2020-08-03,71000,5.99,11.99,200.17
2020-10-29,40000,11.99,5.99,49.96
2020-11-02,82000,5.99,11.99,200.17
2020-11-25,83000,11.99,5.99,49.96
2020-12-01,86000,5.99,11.99,200.17
2020-12-22,86000,11.99,5.99,49.96
2021-01-05,90000,5.99,11.99,200.17
2021-02-11,94000,11.99,4.79,39.95
2021-02-14,94000,4.79,11.99,250.31
2021-03-10,95000,11.99,4.79,39.95
2021-03-16,88000,4.79,11.99,250.31
2021-05-10,90000,11.99,5.99,49.96
2021-05-17,92000,5.99,11.99,200.17
2021-06-24,95000,11.99,5.99,49.96
2021-07-08,99000,5.99,11.99,200.17
2021-08-30,54000,11.99,5.99,49.96
2021-09-06,54000,5.99,11.99,200.17
2021-10-18,55000,11.99,5.99,49.96
2021-10-25,55000,5.99,11.99,200.17
2021-10-28,55000,11.99,5.99,49.96
2021-11-01,55000,5.99,11.99,200.17
2021-11-24,56000,11.99,5.99,49.96
2021-12-01,56000,5.99,11.99,200.17
2021-12-22,57000,11.99,4.79,39.95
2022-01-05,58000,4.79,11.99,250.31
2022-01-27,59000,11.99,2.99,24.94
2022-02-02,60000,2.99,11.99,401.0
2022-02-07,60000,11.99,2.99,24.94
2022-02-14,60000,2.99,11.99,401.0
2022-04-25,62000,11.99,4.79,39.95
2022-05-02,63000,4.79,11.99,250.31
2022-06-13,64000,11.99,2.99,24.94
2022-06-20,65000,2.99,11.99,401.0
2022-06-23,65000,11.99,2.99,24.94
2022-07-06,66000,2.99,11.99,401.0
2022-09-12,70000,11.99,5.99,49.96
2022-09-19,70000,5.99,11.99,200.17
