date,Owners,Price,PriceChangeTo,discount
2017-09-05,98000,19.99,14.99,74.99
2017-09-08,102000,14.99,19.99,133.36
2017-11-22,119000,19.99,9.99,49.97
2017-11-28,123000,9.99,19.99,200.1
2017-12-21,130000,19.99,9.99,49.97
2018-01-04,151000,9.99,19.99,200.1
2018-02-15,141000,19.99,13.39,66.98
2018-02-19,140000,13.39,19.99,149.29
2018-06-21,175000,19.99,6.79,33.97
2018-07-05,185000,6.79,19.99,294.4
2018-10-25,203000,19.99,6.79,33.97
2018-10-29,219000,6.79,19.99,294.4
2018-11-21,205000,19.99,6.79,33.97
2018-11-27,215000,6.79,19.99,294.4
2018-12-20,214000,19.99,6.79,33.97
2019-01-03,234000,6.79,19.99,294.4
2019-02-04,229000,19.99,6.79,33.97
2019-02-11,236000,6.79,19.99,294.4
2019-03-14,239000,19.99,4.99,24.96
2019-04-11,239000,4.99,19.99,400.6
2019-04-29,262000,19.99,4.99,24.96
2019-05-06,287000,4.99,19.99,400.6
2019-06-20,274000,19.99,4.99,24.96
2019-07-09,313000,4.99,19.99,400.6
2019-07-18,303000,19.99,4.99,24.96
2019-07-22,316000,4.99,19.99,400.6
2019-11-26,320000,19.99,4.99,24.96
2019-12-03,330000,4.99,19.99,400.6
2020-06-25,320000,19.99,4.99,24.96
2020-07-09,344000,4.99,19.99,400.6
2020-10-08,375000,19.99,4.99,24.96
2020-10-20,406000,4.99,19.99,400.6
2020-11-25,435000,19.99,4.99,24.96
2020-12-01,442000,4.99,19.99,400.6
2020-12-22,451000,19.99,4.99,24.96
2021-01-05,402000,4.99,19.99,400.6
2021-02-12,485000,19.99,4.99,24.96
2021-02-17,485000,4.99,19.99,400.6
2021-04-29,499000,19.99,4.99,24.96
2021-05-06,506000,4.99,19.99,400.6
2021-06-24,506000,19.99,4.99,24.96
2021-07-08,432000,4.99,19.99,400.6
2021-09-23,515000,19.99,4.99,24.96
2021-09-30,521000,4.99,19.99,400.6
2021-11-24,515000,19.99,4.99,24.96
2021-12-01,517000,4.99,19.99,400.6
2021-12-22,515000,19.99,4.99,24.96
2022-01-05,518000,4.99,19.99,400.6
2022-01-27,519000,19.99,4.99,24.96
2022-02-03,521000,4.99,19.99,400.6
2022-06-23,518000,19.99,4.99,24.96
2022-07-06,524000,4.99,19.99,400.6
2022-10-06,521000,19.99,4.99,24.96
2022-10-13,530000,4.99,19.99,400.6
