date,Owners,Price,PriceChangeTo,discount
2015-06-11,242000,9.99,2.99,29.93
2015-06-14,260000,2.99,1.49,49.83
2015-06-17,265000,1.49,2.99,200.67
2015-06-22,267000,2.99,9.99,334.11
2015-08-24,274000,9.99,2.99,29.93
2015-08-31,279000,2.99,9.99,334.11
2015-10-29,300000,9.99,1.99,19.92
2015-11-03,296000,1.99,9.99,502.01
2015-11-25,296000,9.99,1.99,19.92
2015-12-01,299000,1.99,9.99,502.01
2015-12-22,311000,9.99,1.99,19.92
2016-01-04,325000,1.99,9.99,502.01
2016-06-23,336000,9.99,2.49,24.92
2016-07-04,353000,2.49,9.99,401.2
2016-10-28,372000,9.99,1.49,14.91
2016-11-02,381000,1.49,9.99,670.47
2016-11-23,382000,9.99,4.99,49.95
2016-11-29,381000,4.99,9.99,200.2
2016-12-22,391000,9.99,2.49,24.92
2017-01-02,399000,2.49,9.99,401.2
2017-06-22,392000,9.99,2.49,24.92
2017-07-05,385000,2.49,9.99,401.2
2017-10-26,421000,9.99,3.49,34.93
2017-11-01,408000,3.49,9.99,286.25
2017-11-22,395000,9.99,4.49,44.94
2017-11-28,397000,4.49,9.99,222.49
2017-12-21,406000,9.99,3.49,34.93
2018-01-04,421000,3.49,9.99,286.25
2018-02-15,409000,9.99,3.49,34.93
2018-02-20,414000,3.49,9.99,286.25
2018-03-25,398000,9.99,3.49,34.93
2018-04-02,427000,3.49,9.99,286.25
2018-06-20,381000,9.99,3.49,34.93
2018-07-05,382000,3.49,9.99,286.25
2018-10-22,385000,9.99,1.49,14.91
2018-11-01,389000,1.49,9.99,670.47
2018-11-21,386000,9.99,1.49,14.91
2018-11-27,385000,1.49,9.99,670.47
2018-12-20,386000,9.99,0.99,9.91
2019-01-03,387000,0.99,9.99,1009.09
2019-01-14,386000,9.99,2.99,29.93
2019-01-21,386000,2.99,9.99,334.11
2019-02-04,386000,9.99,2.49,24.92
2019-02-11,387000,2.49,9.99,401.2
2019-03-18,389000,9.99,1.99,19.92
2019-04-11,389000,1.99,9.99,502.01
2019-05-28,403000,9.99,1.99,19.92
2019-06-03,419000,1.99,9.99,502.01
2019-06-25,420000,9.99,4.99,49.95
2019-07-08,419000,4.99,9.99,200.2
2019-07-29,418000,9.99,3.49,34.93
2019-08-05,419000,3.49,9.99,286.25
2019-10-27,419000,9.99,1.49,14.91
2019-11-01,421000,1.49,9.99,670.47
2019-11-11,418000,9.99,1.99,19.92
2019-11-18,420000,1.99,9.99,502.01
2019-11-26,419000,9.99,1.99,19.92
2019-12-03,420000,1.99,9.99,502.01
2019-12-19,420000,9.99,0.99,9.91
2020-01-02,423000,0.99,9.99,1009.09
2020-01-23,387000,9.99,2.99,29.93
2020-01-27,380000,2.99,9.99,334.11
2020-03-02,375000,9.99,3.99,39.94
2020-03-09,374000,3.99,9.99,250.38
2020-04-22,377000,9.99,3.49,34.93
2020-04-28,378000,3.49,9.99,286.25
2020-06-11,384000,9.99,2.49,24.92
2020-06-17,387000,2.49,9.99,401.2
2020-06-25,387000,9.99,1.99,19.92
2020-07-09,389000,1.99,9.99,502.01
2020-07-30,392000,9.99,3.99,39.94
2020-08-06,392000,3.99,9.99,250.38
2020-10-16,398000,9.99,2.49,24.92
2020-10-23,401000,2.49,9.99,401.2
2020-10-29,401000,9.99,1.49,14.91
2020-11-02,403000,1.49,9.99,670.47
2020-11-25,413000,9.99,1.99,19.92
2020-12-01,415000,1.99,9.99,502.01
2020-12-22,417000,9.99,1.49,14.91
2021-01-05,421000,1.49,9.99,670.47
2021-02-12,424000,9.99,1.99,19.92
2021-02-15,424000,1.99,9.99,502.01
2021-04-20,426000,9.99,1.99,19.92
2021-04-27,430000,1.99,9.99,502.01
2021-06-24,118000,9.99,2.99,29.93
2021-07-08,436000,2.99,9.99,334.11
2021-10-14,442000,9.99,1.49,14.91
2021-10-21,445000,1.49,9.99,670.47
2021-10-28,445000,9.99,0.99,9.91
2021-11-01,449000,0.99,9.99,1009.09
2021-11-24,446000,9.99,0.99,9.91
2021-11-30,450000,0.99,9.99,1009.09
2021-12-22,452000,9.99,0.99,9.91
2022-01-05,456000,0.99,9.99,1009.09
2022-01-29,457000,9.99,1.99,19.92
2022-02-04,458000,1.99,9.99,502.01
2022-03-25,459000,9.99,2.49,24.92
2022-04-01,460000,2.49,9.99,401.2
2022-05-02,461000,9.99,1.99,19.92
2022-05-10,464000,1.99,9.99,502.01
2022-06-22,463000,9.99,0.99,9.91
2022-07-07,464000,0.99,9.99,1009.09
2022-08-03,465000,9.99,1.99,19.92
2022-08-10,466000,1.99,9.99,502.01
2022-09-07,467000,9.99,1.99,19.92
2022-09-14,467000,1.99,9.99,502.01
2022-10-25,471000,9.99,1.49,14.91
