date,Owners,Price,PriceChangeTo,discount
2016-11-29,3000,2.39,3.99,166.95
2016-12-22,5000,3.99,2.39,59.9
2017-01-02,9000,2.39,3.99,166.95
2017-01-26,11000,3.99,2.39,59.9
2017-02-09,12000,2.39,3.99,166.95
2017-03-30,14000,3.99,2.39,59.9
2017-04-03,16000,2.39,3.99,166.95
2017-04-10,16000,3.99,2.39,59.9
2017-04-17,18000,2.39,3.99,166.95
2017-06-22,31000,3.99,2.39,59.9
2017-07-05,33000,2.39,3.99,166.95
2017-09-21,47000,3.99,2.39,59.9
2017-10-05,50000,2.39,3.99,166.95
2017-10-27,46000,3.99,2.39,59.9
2017-11-01,48000,2.39,3.99,166.95
2017-11-22,55000,3.99,2.39,59.9
2017-11-28,59000,2.39,3.99,166.95
2017-12-21,69000,3.99,1.99,49.87
2018-01-04,74000,1.99,3.99,200.5
2018-02-08,87000,3.99,1.99,49.87
2018-02-19,104000,1.99,3.99,200.5
2018-04-13,107000,3.99,1.99,49.87
2018-04-27,103000,1.99,3.99,200.5
2018-06-21,112000,3.99,1.59,39.85
2018-07-20,127000,1.59,3.99,250.94
2018-09-21,126000,3.99,1.59,39.85
2018-10-05,126000,1.59,3.99,250.94
2018-10-29,122000,3.99,1.59,39.85
2018-11-01,123000,1.59,3.99,250.94
2018-11-21,122000,3.99,1.19,29.82
2018-11-27,125000,1.19,3.99,335.29
2018-12-20,124000,3.99,1.19,29.82
2019-01-03,126000,1.19,3.99,335.29
2019-02-04,125000,3.99,1.19,29.82
2019-02-11,127000,1.19,3.99,335.29
2019-03-01,125000,3.99,1.19,29.82
2019-03-15,127000,1.19,3.99,335.29
2019-05-09,126000,3.99,1.19,29.82
2019-05-29,127000,1.19,3.99,335.29
2019-06-25,121000,3.99,1.19,29.82
2019-07-09,123000,1.19,3.99,335.29
2019-08-01,120000,3.99,1.19,29.82
2019-08-15,120000,1.19,3.99,335.29
2019-09-26,118000,3.99,1.19,29.82
2019-10-10,119000,1.19,3.99,335.29
2019-10-28,118000,3.99,1.19,29.82
2019-11-01,119000,1.19,3.99,335.29
2019-11-10,119000,3.99,1.19,29.82
2019-11-12,119000,1.19,3.99,335.29
2019-11-26,119000,3.99,1.19,29.82
2019-12-03,120000,1.19,3.99,335.29
2019-12-19,113000,3.99,1.19,29.82
2020-01-01,93000,1.19,3.99,335.29
2020-01-23,102000,3.99,1.19,29.82
2020-02-10,101000,1.19,3.99,335.29
2020-04-29,101000,3.99,1.19,29.82
2020-05-14,101000,1.19,3.99,335.29
2020-06-25,101000,3.99,1.19,29.82
2020-07-09,102000,1.19,3.99,335.29
2020-07-16,102000,3.99,1.19,29.82
2020-07-30,102000,1.19,3.99,335.29
2020-09-11,102000,3.99,1.19,29.82
2020-09-25,89000,1.19,3.99,335.29
2020-10-29,102000,3.99,1.19,29.82
2020-11-02,103000,1.19,3.99,335.29
2020-11-07,103000,3.99,1.19,29.82
2020-11-21,92000,1.19,3.99,335.29
2020-11-25,92000,3.99,1.19,29.82
2020-12-01,103000,1.19,3.99,335.29
2020-12-22,103000,3.99,1.19,29.82
2021-01-04,103000,1.19,3.99,335.29
2021-01-28,106000,3.99,1.19,29.82
2021-02-17,56000,1.19,3.99,335.29
2021-03-25,104000,3.99,1.19,29.82
2021-04-08,105000,1.19,3.99,335.29
2021-05-20,105000,3.99,1.19,29.82
2021-06-03,104000,1.19,3.99,335.29
2021-06-24,105000,3.99,1.19,29.82
2021-07-08,105000,1.19,3.99,335.29
2021-07-16,105000,3.99,1.19,29.82
2021-07-30,106000,1.19,3.99,335.29
2021-09-29,107000,3.99,1.19,29.82
2021-10-13,107000,1.19,3.99,335.29
2021-10-28,107000,3.99,1.19,29.82
2021-11-01,87000,1.19,3.99,335.29
2021-11-24,107000,3.99,1.19,29.82
2021-12-16,107000,1.19,3.99,335.29
2021-12-22,107000,3.99,1.19,29.82
2022-01-05,107000,1.19,3.99,335.29
2022-01-28,107000,3.99,1.19,29.82
2022-02-16,107000,1.19,3.99,335.29
