date,Owners,Price,PriceChangeTo,discount
2015-08-25,9000,0.0,9.92,
2015-09-01,18000,9.92,12.89,129.94
2015-10-13,39000,12.89,8.63,66.95
2015-10-16,42000,8.63,12.89,149.36
2015-10-29,45000,12.89,8.37,64.93
2015-11-02,46000,8.37,12.89,154.0
2015-11-25,48000,12.89,6.44,49.96
2015-12-01,54000,6.44,12.89,200.16
2015-12-22,65000,12.89,6.44,49.96
2016-01-04,73000,6.44,12.89,200.16
2016-02-05,83000,12.89,9.66,74.94
2016-02-12,82000,9.66,12.89,133.44
2016-04-05,114000,12.89,6.44,49.96
2016-04-08,120000,6.44,12.89,200.16
2016-06-23,147000,12.89,3.22,24.98
2016-07-04,176000,3.22,12.89,400.31
2016-08-16,217000,12.89,4.38,33.98
2016-08-19,221000,4.38,12.89,294.29
2016-10-28,240000,12.89,9.66,74.94
2016-11-01,239000,9.66,12.89,133.44
2016-11-10,251000,12.89,6.44,49.96
2016-11-14,257000,6.44,12.89,200.16
2016-11-23,264000,12.89,6.44,49.96
2016-11-29,266000,6.44,12.89,200.16
2016-12-22,271000,12.89,5.15,39.95
2017-01-02,284000,5.15,12.89,250.29
2017-06-22,339000,12.89,3.86,29.95
2017-07-05,361000,3.86,12.89,333.94
2017-08-28,392000,12.89,8.63,66.95
2017-09-04,374000,8.63,12.89,149.36
2017-10-26,392000,12.89,6.44,49.96
2017-11-01,390000,6.44,12.89,200.16
2017-11-22,389000,12.89,3.86,29.95
2017-11-28,391000,3.86,12.89,333.94
2017-12-21,382000,12.89,6.44,49.96
2018-01-04,395000,6.44,12.89,200.16
2018-02-15,386000,12.89,5.15,39.95
2018-02-19,382000,5.15,12.89,250.29
2018-05-10,328000,12.89,4.89,37.94
2018-05-15,375000,4.89,12.89,263.6
2018-06-20,365000,12.89,4.38,33.98
2018-07-05,378000,4.38,12.89,294.29
2018-09-20,370000,12.89,6.44,49.96
2018-09-24,378000,6.44,12.89,200.16
2018-10-29,390000,12.89,3.22,24.98
2018-11-01,394000,3.22,12.89,400.31
2018-11-21,381000,12.89,4.25,32.97
2018-11-27,385000,4.25,12.89,303.29
2018-12-20,384000,12.89,4.25,32.97
2019-01-03,394000,4.25,12.89,303.29
2019-01-17,383000,12.89,9.99,77.5
2019-05-09,393000,9.99,4.99,49.95
2019-05-13,405000,4.99,9.99,200.2
2019-06-25,431000,9.99,4.99,49.95
2019-07-09,441000,4.99,9.99,200.2
2019-10-27,447000,9.99,3.99,39.94
2019-11-01,450000,3.99,9.99,250.38
2019-11-10,450000,9.99,4.99,49.95
2019-11-12,450000,4.99,9.99,200.2
2019-11-26,451000,9.99,4.99,49.95
2019-12-03,453000,4.99,9.99,200.2
2019-12-19,454000,9.99,4.99,49.95
2020-01-02,459000,4.99,9.99,200.2
2020-01-23,419000,9.99,4.99,49.95
2020-01-26,421000,4.99,9.99,200.2
2020-03-05,411000,9.99,2.49,24.92
2020-03-09,420000,2.49,9.99,401.2
2020-04-30,430000,9.99,2.49,24.92
2020-05-04,435000,2.49,9.99,401.2
2020-06-25,431000,9.99,4.99,49.95
2020-07-09,435000,4.99,9.99,200.2
2020-08-03,440000,9.99,2.49,24.92
2020-08-10,447000,2.49,9.99,401.2
2020-10-29,392000,9.99,2.49,24.92
2020-11-02,449000,2.49,9.99,401.2
2020-11-25,470000,9.99,2.49,24.92
2020-12-02,477000,2.49,9.99,401.2
2020-12-22,473000,9.99,2.49,24.92
2021-01-05,480000,2.49,9.99,401.2
2021-02-12,475000,9.99,2.49,24.92
2021-02-16,475000,2.49,9.99,401.2
2021-03-25,465000,9.99,4.99,49.95
2021-03-29,469000,4.99,9.99,200.2
2021-04-01,407000,9.99,2.49,24.92
2021-04-05,482000,2.49,9.99,401.2
2021-04-19,412000,9.99,4.99,49.95
2021-04-26,472000,4.99,9.99,200.2
2021-06-07,476000,9.99,3.29,32.93
2021-06-14,486000,3.29,9.99,303.65
2021-06-24,475000,9.99,2.49,24.92
2021-07-08,481000,2.49,9.99,401.2
2021-07-26,478000,9.99,4.99,49.95
2021-08-02,480000,4.99,9.99,200.2
2021-09-13,480000,9.99,4.99,49.95
2021-09-20,482000,4.99,9.99,200.2
2021-10-28,481000,9.99,3.29,32.93
2021-11-01,485000,3.29,9.99,303.65
2021-11-24,484000,9.99,3.29,32.93
2021-12-01,486000,3.29,9.99,303.65
2021-12-22,486000,9.99,2.49,24.92
2022-01-05,491000,2.49,9.99,401.2
2022-01-26,489000,9.99,3.99,39.94
2022-02-03,493000,3.99,9.99,250.38
2022-02-28,494000,9.99,3.99,39.94
2022-03-07,497000,3.99,9.99,250.38
2022-06-23,500000,9.99,3.99,39.94
2022-07-07,504000,3.99,9.99,250.38
2022-08-04,504000,9.99,3.99,39.94
2022-08-11,510000,3.99,9.99,250.38
2022-09-15,506000,9.99,3.99,39.94
2022-09-19,510000,3.99,9.99,250.38
2022-10-20,509000,9.99,3.99,39.94
2022-10-28,511000,3.99,9.99,250.38
