date,Owners,Price,PriceChangeTo,discount
2015-06-12,153000,4.99,2.49,49.9
2015-06-22,155000,2.49,4.99,200.4
2016-01-21,176000,4.99,1.24,24.85
2016-01-25,180000,1.24,4.99,402.42
2016-06-24,261000,4.99,2.49,49.9
2016-07-04,285000,2.49,4.99,200.4
2016-12-22,317000,4.99,2.49,49.9
2017-01-02,315000,2.49,4.99,200.4
2017-03-31,324000,4.99,1.24,24.85
2017-04-04,332000,1.24,4.99,402.42
2017-06-22,330000,4.99,1.24,24.85
2017-07-05,345000,1.24,4.99,402.42
2017-11-22,463000,4.99,2.49,49.9
2017-11-28,454000,2.49,4.99,200.4
2017-12-22,461000,4.99,2.49,49.9
2018-01-04,477000,2.49,4.99,200.4
2018-06-20,446000,4.99,1.69,33.87
2018-07-05,452000,1.69,4.99,295.27
2018-10-16,468000,4.99,1.69,33.87
2018-10-19,469000,1.69,4.99,295.27
2018-11-21,474000,4.99,1.24,24.85
2018-11-27,476000,1.24,4.99,402.42
2018-12-20,482000,4.99,1.24,24.85
2019-01-03,487000,1.24,4.99,402.42
2019-01-10,488000,4.99,1.24,24.85
2019-01-12,489000,1.24,4.99,402.42
2019-02-04,493000,4.99,1.24,24.85
2019-02-11,494000,1.24,4.99,402.42
2019-03-14,495000,4.99,1.24,24.85
2019-04-11,495000,1.24,4.99,402.42
2019-04-29,503000,4.99,1.24,24.85
2019-05-06,509000,1.24,4.99,402.42
2019-06-25,525000,4.99,1.24,24.85
2019-07-09,517000,1.24,4.99,402.42
2019-11-12,536000,4.99,1.24,24.85
2019-11-15,545000,1.24,4.99,402.42
2019-12-19,541000,4.99,1.24,24.85
2020-01-02,546000,1.24,4.99,402.42
2020-02-13,482000,4.99,1.24,24.85
2020-02-21,498000,1.24,4.99,402.42
2020-06-24,485000,4.99,1.24,24.85
2020-07-09,477000,1.24,4.99,402.42
2020-10-09,472000,4.99,1.24,24.85
2020-10-19,441000,1.24,4.99,402.42
2020-11-25,464000,4.99,1.24,24.85
2020-12-01,462000,1.24,4.99,402.42
2020-12-22,460000,4.99,1.24,24.85
2021-01-05,462000,1.24,4.99,402.42
2021-02-12,453000,4.99,1.24,24.85
2021-02-15,453000,1.24,4.99,402.42
2021-04-29,466000,4.99,1.24,24.85
2021-05-06,432000,1.24,4.99,402.42
2021-07-28,443000,4.99,1.24,24.85
2021-08-04,447000,1.24,4.99,402.42
2021-09-23,468000,4.99,1.24,24.85
2021-09-30,442000,1.24,4.99,402.42
2021-11-24,443000,4.99,1.24,24.85
2021-11-30,445000,1.24,4.99,402.42
2021-12-22,445000,4.99,1.24,24.85
2022-01-05,444000,1.24,4.99,402.42
2022-01-26,445000,4.99,1.24,24.85
2022-02-03,446000,1.24,4.99,402.42
