date,Owners,Price,PriceChangeTo,discount
2018-12-14,75,0.0,22.49,
2019-01-03,16000,22.49,24.99,111.12
2019-06-25,20000,24.99,16.24,64.99
2019-07-09,21000,16.24,24.99,153.88
2019-10-28,26000,24.99,18.74,74.99
2019-11-01,26000,18.74,24.99,133.35
2019-11-26,28000,24.99,18.74,74.99
2019-12-03,32000,18.74,24.99,133.35
2019-12-20,33000,24.99,14.99,59.98
2020-01-02,35000,14.99,24.99,166.71
2020-01-23,24000,24.99,16.24,64.99
2020-01-27,31000,16.24,24.99,153.88
2020-04-07,32000,24.99,18.74,74.99
2020-04-14,33000,18.74,24.99,133.35
2020-06-25,34000,24.99,12.49,49.98
2020-07-08,35000,12.49,24.99,200.08
2020-10-29,38000,24.99,9.99,39.98
2020-11-01,39000,9.99,24.99,250.15
2020-11-24,40000,24.99,9.99,39.98
2020-12-01,12000,9.99,24.99,250.15
2020-12-22,42000,24.99,9.99,39.98
2021-01-05,42000,9.99,24.99,250.15
2021-02-11,44000,24.99,12.49,49.98
2021-02-16,44000,12.49,24.99,200.08
2021-05-27,73000,24.99,9.99,39.98
2021-06-03,74000,9.99,24.99,250.15
2021-06-24,74000,24.99,7.49,29.97
2021-07-08,76000,7.49,24.99,333.64
2021-10-28,78000,24.99,6.24,24.97
2021-11-01,79000,6.24,24.99,400.48
2021-11-24,80000,24.99,4.99,19.97
2021-12-01,80000,4.99,24.99,500.8
2021-12-21,81000,24.99,4.99,19.97
2022-01-05,82000,4.99,24.99,500.8
2022-05-02,87000,24.99,4.99,19.97
2022-05-09,90000,4.99,24.99,500.8
2022-06-23,91000,24.99,4.99,19.97
2022-07-07,93000,4.99,24.99,500.8
2022-09-07,96000,24.99,6.24,24.97
2022-09-14,97000,6.24,24.99,400.48
2022-10-25,99000,24.99,4.99,19.97
2022-11-01,100000,4.99,24.99,500.8
