date,Owners,Price,PriceChangeTo,discount
2018-01-23,35000,0.0,19.99,
2018-04-26,43000,19.99,17.99,89.99
2018-05-02,41000,17.99,19.99,111.12
2018-05-30,42000,19.99,14.99,74.99
2018-06-01,44000,14.99,19.99,133.36
2018-06-21,45000,19.99,14.99,74.99
2018-07-05,47000,14.99,19.99,133.36
2018-10-29,56000,19.99,14.99,74.99
2018-11-01,57000,14.99,19.99,133.36
2018-12-20,62000,19.99,14.99,74.99
2019-01-03,67000,14.99,19.99,133.36
2019-04-11,75000,19.99,14.99,74.99
2019-04-18,75000,14.99,19.99,133.36
2019-06-03,85000,19.99,13.39,66.98
2019-06-07,87000,13.39,19.99,149.29
2019-06-25,86000,19.99,13.39,66.98
2019-07-09,97000,13.39,19.99,149.29
2019-11-10,112000,19.99,11.99,59.98
2019-11-12,112000,11.99,19.99,166.72
2019-11-26,116000,19.99,11.99,59.98
2019-12-03,123000,11.99,19.99,166.72
2019-12-19,127000,19.99,11.99,59.98
2020-01-02,136000,11.99,19.99,166.72
2020-01-16,135000,19.99,9.99,49.97
2020-01-20,137000,9.99,19.99,200.1
2020-01-23,130000,19.99,9.99,49.97
2020-01-27,129000,9.99,19.99,200.1
2020-06-25,145000,19.99,7.99,39.97
2020-07-09,153000,7.99,19.99,250.19
2020-08-27,149000,19.99,7.99,39.97
2020-08-29,156000,7.99,19.99,250.19
2020-10-20,159000,19.99,9.99,49.97
2020-10-21,160000,9.99,19.99,200.1
2020-11-06,162000,19.99,7.99,39.97
2020-11-09,163000,7.99,19.99,250.19
2020-11-25,220000,19.99,7.99,39.97
2020-12-01,222000,7.99,19.99,250.19
2020-12-22,222000,19.99,5.99,29.96
2021-01-04,227000,5.99,19.99,333.72
2021-05-13,225000,19.99,4.99,24.96
2021-05-17,228000,4.99,19.99,400.6
2021-06-24,222000,19.99,4.99,24.96
2021-07-08,227000,4.99,19.99,400.6
2021-09-23,227000,19.99,14.99,74.99
2021-09-30,229000,14.99,19.99,133.36
2021-11-24,227000,19.99,4.99,24.96
2021-12-01,231000,4.99,19.99,400.6
2021-12-22,227000,19.99,4.99,24.96
2022-01-04,235000,4.99,19.99,400.6
2022-01-27,230000,19.99,4.99,24.96
2022-02-03,234000,4.99,19.99,400.6
2022-03-17,230000,19.99,4.99,24.96
2022-03-24,235000,4.99,19.99,400.6
2022-05-16,231000,19.99,4.99,24.96
2022-05-20,235000,4.99,19.99,400.6
2022-06-23,231000,19.99,4.99,24.96
2022-07-07,237000,4.99,19.99,400.6
