date,Owners,Price,PriceChangeTo,discount
2015-04-01,154000,0.0,12.49,
2015-04-06,160000,12.49,19.99,160.05
2015-04-15,169000,19.99,15.99,79.99
2015-04-17,173000,15.99,19.99,125.02
2015-06-11,189000,19.99,0.99,4.95
2015-06-22,198000,0.99,8.99,908.08
2015-06-28,195000,8.99,9.99,111.12
2015-07-06,200000,9.99,2.99,29.93
2015-07-13,200000,2.99,19.99,668.56
2015-07-20,208000,19.99,15.99,79.99
2015-07-28,210000,15.99,19.99,125.02
2015-08-27,227000,19.99,1.99,9.95
2015-08-31,229000,1.99,19.99,1004.52
2015-10-19,234000,19.99,15.99,79.99
2015-10-26,240000,15.99,19.99,125.02
2015-10-29,241000,19.99,2.99,14.96
2015-11-02,240000,2.99,19.99,668.56
2015-11-25,229000,19.99,1.99,9.95
2015-12-01,242000,1.99,4.99,250.75
2015-12-08,246000,4.99,19.99,400.6
2015-12-13,248000,19.99,1.99,9.95
2016-01-04,266000,1.99,15.99,803.52
2016-01-11,264000,15.99,19.99,125.02
2016-02-05,279000,19.99,1.99,9.95
2016-02-13,272000,1.99,19.99,1004.52
2016-02-29,277000,19.99,4.99,24.96
2016-03-07,280000,4.99,15.99,320.44
2016-03-15,289000,15.99,19.99,125.02
2016-03-28,287000,19.99,11.24,56.23
2016-04-04,288000,11.24,19.99,177.85
2016-05-02,295000,19.99,4.99,24.96
2016-05-09,303000,4.99,15.99,320.44
2016-05-16,299000,15.99,19.99,125.02
2016-05-30,309000,19.99,6.74,33.72
2016-06-07,307000,6.74,19.99,296.59
2016-06-14,305000,19.99,2.99,14.96
2016-06-20,310000,2.99,19.99,668.56
2016-06-23,309000,19.99,1.99,9.95
2016-07-04,309000,1.99,4.99,250.75
2016-07-11,317000,4.99,15.99,320.44
2016-07-18,317000,15.99,19.99,125.02
2016-08-01,315000,19.99,6.74,33.72
2016-08-09,320000,6.74,19.99,296.59
2016-08-23,324000,19.99,2.99,14.96
2016-08-29,318000,2.99,19.99,668.56
2016-09-05,322000,19.99,4.99,24.96
2016-09-11,327000,4.99,19.19,384.57
2016-09-19,342000,19.19,19.99,104.17
2016-10-03,339000,19.99,6.74,33.72
2016-10-10,355000,6.74,19.99,296.59
2016-10-28,343000,19.99,1.99,9.95
2016-11-02,351000,1.99,19.99,1004.52
2016-11-07,360000,19.99,2.99,14.96
2016-11-14,361000,2.99,15.99,534.78
2016-11-21,372000,15.99,19.99,125.02
2016-11-23,374000,19.99,1.99,9.95
2016-11-29,367000,1.99,19.99,1004.52
2016-12-05,368000,19.99,6.74,33.72
2016-12-09,370000,6.74,1.99,29.53
2016-12-12,370000,1.99,19.99,1004.52
2016-12-22,376000,19.99,1.99,9.95
2017-01-02,397000,1.99,19.99,1004.52
2017-01-23,390000,19.99,2.99,14.96
2017-01-30,395000,2.99,15.99,534.78
2017-02-06,400000,15.99,19.99,125.02
2017-02-20,389000,19.99,6.74,33.72
2017-02-27,381000,6.74,19.99,296.59
2017-03-27,392000,19.99,2.99,14.96
2017-04-03,406000,2.99,15.99,534.78
2017-04-10,391000,15.99,19.99,125.02
2017-04-24,404000,19.99,6.74,33.72
2017-05-01,399000,6.74,19.99,296.59
2017-05-29,414000,19.99,2.99,14.96
2017-06-05,419000,2.99,19.99,668.56
2017-06-07,413000,19.99,15.99,79.99
2017-06-12,402000,15.99,19.99,125.02
2017-06-22,417000,19.99,1.99,9.95
2017-07-05,405000,1.99,19.99,1004.52
2017-07-10,412000,19.99,6.74,33.72
2017-07-24,419000,6.74,19.99,296.59
2017-08-09,428000,19.99,12.99,64.98
2017-08-21,445000,12.99,2.99,23.02
2017-09-04,435000,2.99,19.99,668.56
2017-10-02,447000,19.99,6.74,33.72
2017-10-16,447000,6.74,19.99,296.59
2017-10-26,443000,19.99,2.99,14.96
