date,Owners,Price,PriceChangeTo,discount
2015-04-25,292000,14.99,3.74,24.95
2015-04-27,294000,3.74,14.99,400.8
2015-06-11,402000,14.99,2.99,19.95
2015-06-12,414000,2.99,1.49,49.83
2015-06-13,430000,1.49,2.99,200.67
2015-06-22,430000,2.99,14.99,501.34
2015-11-25,467000,14.99,2.24,14.94
2015-12-01,471000,2.24,14.99,669.2
2015-12-22,487000,14.99,2.24,14.94
2016-01-04,527000,2.24,14.99,669.2
2016-02-05,550000,14.99,8.99,59.97
2016-02-12,534000,8.99,14.99,166.74
2016-04-06,533000,14.99,3.74,24.95
2016-04-08,532000,3.74,14.99,400.8
2016-06-23,533000,14.99,5.99,39.96
2016-07-04,534000,5.99,14.99,250.25
2016-10-28,662000,14.99,5.99,39.96
2016-11-01,666000,5.99,14.99,250.25
2016-11-23,666000,14.99,5.24,34.96
2016-11-29,648000,5.24,14.99,286.07
2016-12-22,674000,14.99,3.74,24.95
2017-01-02,665000,3.74,14.99,400.8
2017-02-14,684000,14.99,9.99,66.64
2017-05-22,685000,9.99,3.49,34.93
2017-05-29,693000,3.49,9.99,286.25
2017-06-22,684000,9.99,3.99,39.94
2017-07-05,701000,3.99,9.99,250.38
2017-10-26,713000,9.99,4.99,49.95
2017-11-01,713000,4.99,9.99,200.2
2017-11-22,713000,9.99,4.99,49.95
2017-11-28,719000,4.99,9.99,200.2
2017-12-21,726000,9.99,4.99,49.95
2018-01-04,722000,4.99,9.99,200.2
2018-03-05,701000,9.99,3.99,39.94
2018-03-12,703000,3.99,9.99,250.38
2018-06-20,661000,9.99,4.99,49.95
2018-07-05,666000,4.99,9.99,200.2
2018-09-11,667000,9.99,4.99,49.95
2018-09-18,670000,4.99,9.99,200.2
2018-11-21,679000,9.99,3.49,34.93
2018-11-27,676000,3.49,9.99,286.25
2018-12-20,680000,9.99,3.49,34.93
2019-01-03,682000,3.49,9.99,286.25
2019-02-04,683000,9.99,4.99,49.95
2019-02-11,684000,4.99,9.99,200.2
2019-03-04,687000,9.99,3.49,34.93
2019-03-11,691000,3.49,9.99,286.25
2019-06-25,740000,9.99,2.99,29.93
2019-07-09,726000,2.99,9.99,334.11
2019-09-02,732000,9.99,4.49,44.94
2019-09-09,732000,4.49,9.99,222.49
2019-09-18,732000,9.99,4.99,49.95
2019-09-23,735000,4.99,9.99,200.2
2019-10-21,735000,9.99,3.99,39.94
2019-11-01,740000,3.99,9.99,250.38
2019-11-22,741000,9.99,3.99,39.94
2019-11-25,740000,3.99,9.99,250.38
2019-11-26,740000,9.99,3.49,34.93
2019-12-03,739000,3.49,9.99,286.25
2019-12-18,738000,9.99,3.49,34.93
2020-01-02,742000,3.49,9.99,286.25
2020-01-23,678000,9.99,3.49,34.93
2020-01-27,666000,3.49,9.99,286.25
2020-03-23,666000,9.99,3.99,39.94
2020-03-30,665000,3.99,9.99,250.38
2020-05-10,666000,9.99,2.99,29.93
2020-05-18,637000,2.99,9.99,334.11
2020-06-25,672000,9.99,3.49,34.93
2020-07-09,651000,3.49,9.99,286.25
2020-07-27,651000,9.99,4.99,49.95
2020-08-03,651000,4.99,9.99,200.2
2020-09-28,658000,9.99,3.99,39.94
2020-10-05,637000,3.99,9.99,250.38
2020-10-29,667000,9.99,4.49,44.94
2020-11-02,667000,4.49,9.99,222.49
2020-11-12,668000,9.99,3.99,39.94
2020-11-16,673000,3.99,9.99,250.38
2020-11-25,671000,9.99,3.99,39.94
2020-12-01,669000,3.99,9.99,250.38
2020-12-22,672000,9.99,3.49,34.93
2021-01-05,673000,3.49,9.99,286.25
2021-02-01,676000,9.99,4.99,49.95
2021-02-08,677000,4.99,9.99,200.2
2021-02-11,676000,9.99,4.49,44.94
2021-02-15,676000,4.49,9.99,222.49
2021-03-29,635000,9.99,3.99,39.94
2021-04-05,661000,3.99,9.99,250.38
2021-06-24,667000,9.99,3.99,39.94
2021-07-08,666000,3.99,9.99,250.38
2021-07-12,666000,9.99,3.99,39.94
2021-07-19,667000,3.99,9.99,250.38
2021-09-15,673000,9.99,3.99,39.94
2021-09-17,673000,3.99,9.99,250.38
2021-10-28,675000,9.99,3.99,39.94
2021-11-01,677000,3.99,9.99,250.38
2021-11-24,677000,9.99,3.99,39.94
2021-12-01,678000,3.99,9.99,250.38
2021-12-13,678000,9.99,3.49,34.93
2021-12-20,684000,3.49,9.99,286.25
2021-12-22,681000,9.99,3.99,39.94
2022-01-05,682000,3.99,9.99,250.38
2022-02-28,685000,9.99,3.99,39.94
2022-03-07,687000,3.99,9.99,250.38
2022-05-02,691000,9.99,3.49,34.93
2022-05-09,693000,3.49,9.99,286.25
2022-06-06,693000,9.99,4.99,49.95
2022-06-13,694000,4.99,9.99,200.2
2022-06-23,695000,9.99,3.49,34.93
2022-07-07,697000,3.49,9.99,286.25
2022-07-11,696000,9.99,3.49,34.93
2022-07-18,697000,3.49,9.99,286.25
2022-09-12,696000,9.99,4.99,49.95
2022-09-19,696000,4.99,9.99,200.2
2022-10-17,695000,9.99,4.49,44.94
2022-10-24,696000,4.49,9.99,222.49
