date,Owners,Price,PriceChangeTo,discount
2015-04-01,4000,0.0,14.99,
2015-04-13,2000,14.99,4.99,33.29
2015-04-27,70000,4.99,0.19,3.81
2015-05-12,104000,0.19,4.99,2626.32
2015-06-11,128000,4.99,0.19,3.81
2015-06-22,143000,0.19,4.99,2626.32
2015-07-06,158000,4.99,0.19,3.81
2015-07-13,169000,0.19,4.99,2626.32
2015-09-07,189000,4.99,0.19,3.81
2015-09-14,192000,0.19,4.99,2626.32
2015-10-30,202000,4.99,0.19,3.81
2015-11-02,206000,0.19,4.99,2626.32
2015-11-09,223000,4.99,0.19,3.81
2015-11-17,230000,0.19,1.99,1047.37
2015-11-25,228000,1.99,0.49,24.62
2015-12-01,224000,0.49,1.99,406.12
2015-12-22,237000,1.99,0.49,24.62
2016-01-04,243000,0.49,1.99,406.12
2016-01-18,255000,1.99,0.49,24.62
2016-01-26,261000,0.49,1.99,406.12
2016-02-06,275000,1.99,0.49,24.62
2016-02-12,268000,0.49,1.99,406.12
2016-03-21,281000,1.99,0.49,24.62
2016-04-04,280000,0.49,1.99,406.12
2016-04-28,297000,1.99,0.49,24.62
2016-05-02,294000,0.49,1.99,406.12
2016-05-31,305000,1.99,0.49,24.62
2016-06-08,317000,0.49,1.99,406.12
2016-06-10,315000,1.99,1.19,59.8
2016-06-17,319000,1.19,1.99,167.23
2016-06-23,326000,1.99,0.49,24.62
2016-07-18,360000,0.49,1.99,406.12
2016-09-13,365000,1.99,0.49,24.62
2016-09-26,388000,0.49,1.99,406.12
2016-10-03,384000,1.99,0.49,24.62
2016-10-10,408000,0.49,1.99,406.12
2016-10-28,396000,1.99,0.49,24.62
2016-11-01,400000,0.49,1.99,406.12
2016-11-22,410000,1.99,0.49,24.62
2016-11-29,396000,0.49,1.99,406.12
2016-12-07,388000,1.99,0.49,24.62
2016-12-20,411000,0.49,1.99,406.12
2016-12-22,411000,1.99,0.49,24.62
2017-01-02,419000,0.49,1.99,406.12
2017-01-03,418000,1.99,0.49,24.62
2017-01-17,432000,0.49,1.99,406.12
2017-03-20,435000,1.99,0.49,24.62
2017-04-03,443000,0.49,1.99,406.12
2017-04-05,444000,1.99,0.49,24.62
2017-04-10,438000,0.49,1.99,406.12
2017-06-22,439000,1.99,0.49,24.62
2017-07-05,431000,0.49,1.99,406.12
2017-07-12,442000,1.99,0.49,24.62
2017-07-26,446000,0.49,1.99,406.12
2017-10-11,446000,1.99,0.49,24.62
2017-10-24,451000,0.49,1.99,406.12
2017-10-26,449000,1.99,0.49,24.62
2017-11-01,441000,0.49,1.99,406.12
2017-11-23,441000,1.99,0.49,24.62
2017-11-29,448000,0.49,1.99,406.12
2017-12-21,439000,1.99,0.49,24.62
2018-01-04,454000,0.49,1.99,406.12
2018-01-22,435000,1.99,0.49,24.62
2018-01-29,437000,0.49,1.99,406.12
2018-02-17,454000,1.99,0.49,24.62
2018-02-20,450000,0.49,1.99,406.12
2018-06-21,432000,1.99,0.49,24.62
2018-07-05,436000,0.49,1.99,406.12
2018-07-09,437000,1.99,9.99,502.01
2018-08-20,448000,9.99,0.99,9.91
2018-08-27,448000,0.99,9.99,1009.09
2018-10-29,438000,9.99,1.99,19.92
2018-11-01,439000,1.99,9.99,502.01
2018-11-21,435000,9.99,3.99,39.94
2018-12-02,433000,3.99,9.99,250.38
2018-12-20,429000,9.99,1.99,19.92
2019-01-03,426000,1.99,9.99,502.01
2019-01-28,419000,9.99,3.99,39.94
2019-02-11,416000,3.99,9.99,250.38
2019-06-25,397000,9.99,1.99,19.92
2019-07-09,399000,1.99,9.99,502.01
2019-10-28,404000,9.99,0.99,9.91
2019-11-01,405000,0.99,9.99,1009.09
2020-03-26,366000,9.99,3.99,39.94
2020-04-06,367000,3.99,9.99,250.38
2020-06-25,377000,9.99,0.99,9.91
2020-07-09,378000,0.99,9.99,1009.09
2020-10-29,295000,9.99,0.99,9.91
2020-11-02,377000,0.99,9.99,1009.09
2020-11-25,295000,9.99,1.99,19.92
2020-12-01,377000,1.99,9.99,502.01
2020-12-22,377000,9.99,1.99,19.92
2021-01-05,377000,1.99,9.99,502.01
2021-06-24,365000,9.99,0.99,9.91
2021-07-08,366000,0.99,9.99,1009.09
2021-10-28,370000,9.99,0.99,9.91
2021-11-01,370000,0.99,9.99,1009.09
2021-11-24,372000,9.99,1.99,19.92
2021-12-01,280000,1.99,9.99,502.01
2021-12-22,372000,9.99,1.99,19.92
2022-01-05,372000,1.99,9.99,502.01
2022-01-27,373000,9.99,0.99,9.91
2022-02-02,373000,0.99,9.99,1009.09
2022-06-23,265000,9.99,0.99,9.91
2022-07-06,364000,0.99,9.99,1009.09
2022-10-25,267000,9.99,0.99,9.91
