date,Owners,Price,PriceChangeTo,discount
2015-05-19,19000,29.99,14.99,49.98
2015-05-21,20000,14.99,29.99,200.07
2015-06-11,22000,29.99,17.99,59.99
2015-06-19,22000,17.99,14.99,83.32
2015-06-20,22000,14.99,17.99,120.01
2015-06-22,23000,17.99,29.99,166.7
2015-08-28,26000,29.99,14.99,49.98
2015-09-02,29000,14.99,29.99,200.07
2015-10-29,32000,29.99,10.19,33.98
2015-11-02,34000,10.19,29.99,294.31
2015-11-25,37000,29.99,7.49,24.97
2015-11-30,39000,7.49,29.99,400.4
2015-12-22,44000,29.99,7.49,24.97
2016-01-04,54000,7.49,29.99,400.4
2016-02-05,59000,29.99,7.49,24.97
2016-02-12,57000,7.49,29.99,400.4
2016-03-15,58000,29.99,19.99,66.66
2016-04-28,62000,19.99,6.79,33.97
2016-05-02,62000,6.79,19.99,294.4
2016-06-23,65000,19.99,6.79,33.97
2016-07-04,64000,6.79,19.99,294.4
2016-07-14,64000,19.99,6.79,33.97
2016-07-21,66000,6.79,19.99,294.4
2016-09-01,70000,19.99,6.79,33.97
2016-09-05,71000,6.79,19.99,294.4
2016-10-28,72000,19.99,4.99,24.96
2016-11-01,71000,4.99,19.99,400.6
2016-11-23,72000,19.99,4.99,24.96
2016-11-29,70000,4.99,19.99,400.6
2016-12-21,75000,19.99,4.99,24.96
2017-01-02,83000,4.99,19.99,400.6
2017-03-30,81000,19.99,3.99,19.96
2017-04-03,84000,3.99,19.99,501.0
2017-04-21,83000,19.99,3.99,19.96
2017-04-24,86000,3.99,19.99,501.0
2017-06-22,90000,19.99,3.99,19.96
2017-07-05,90000,3.99,19.99,501.0
2017-07-18,98000,19.99,3.99,19.96
2017-07-21,102000,3.99,19.99,501.0
2017-10-26,105000,19.99,4.99,24.96
2017-11-01,107000,4.99,19.99,400.6
2017-11-23,106000,19.99,3.99,19.96
2017-11-29,110000,3.99,19.99,501.0
2017-12-21,110000,19.99,3.99,19.96
2018-01-04,117000,3.99,19.99,501.0
2018-02-15,102000,19.99,2.99,14.96
2018-02-19,106000,2.99,19.99,668.56
2018-06-20,114000,19.99,2.99,14.96
2018-07-05,119000,2.99,19.99,668.56
2018-09-20,113000,19.99,2.99,14.96
2018-09-27,118000,2.99,19.99,668.56
2018-10-29,114000,19.99,2.99,14.96
2018-11-01,116000,2.99,19.99,668.56
2018-11-21,113000,19.99,2.99,14.96
2018-11-27,114000,2.99,19.99,668.56
2018-12-20,114000,19.99,2.99,14.96
2019-01-03,116000,2.99,19.99,668.56
2019-02-04,113000,19.99,2.99,14.96
2019-02-11,116000,2.99,19.99,668.56
2019-04-15,117000,19.99,2.99,14.96
2019-04-22,123000,2.99,19.99,668.56
2019-06-25,132000,19.99,2.99,14.96
2019-07-09,133000,2.99,19.99,668.56
2019-08-01,133000,19.99,2.99,14.96
2019-08-05,134000,2.99,19.99,668.56
2019-09-09,134000,19.99,2.99,14.96
2019-09-16,135000,2.99,19.99,668.56
2019-10-27,137000,19.99,2.99,14.96
2019-11-01,138000,2.99,19.99,668.56
2019-11-09,138000,19.99,2.99,14.96
2019-11-12,139000,2.99,19.99,668.56
2019-11-26,139000,19.99,2.99,14.96
2019-12-03,140000,2.99,19.99,668.56
2019-12-19,140000,19.99,2.99,14.96
2020-01-02,141000,2.99,19.99,668.56
2020-01-23,131000,19.99,2.99,14.96
2020-01-27,130000,2.99,19.99,668.56
2020-03-03,128000,19.99,2.99,14.96
2020-03-06,129000,2.99,19.99,668.56
2020-03-09,129000,19.99,2.99,14.96
