date,Owners,Price,PriceChangeTo,discount
2015-06-11,185000,29.99,14.99,49.98
2015-06-22,182000,14.99,29.99,200.07
2015-09-03,214000,29.99,7.5,25.01
2015-09-07,224000,7.5,29.99,399.87
2015-11-03,223000,29.99,7.49,24.97
2015-11-06,223000,7.49,29.99,400.4
2015-11-25,228000,29.99,7.49,24.97
2015-12-01,231000,7.49,29.99,400.4
2015-12-22,237000,29.99,7.49,24.97
2016-01-04,235000,7.49,29.99,400.4
2016-01-25,239000,29.99,7.49,24.97
2016-01-29,247000,7.49,29.99,400.4
2016-02-05,262000,29.99,7.49,24.97
2016-02-12,249000,7.49,29.99,400.4
2016-03-03,254000,29.99,7.49,24.97
2016-03-07,258000,7.49,29.99,400.4
2016-05-17,253000,29.99,7.49,24.97
2016-05-20,249000,7.49,29.99,400.4
2016-06-23,254000,29.99,7.49,24.97
2016-07-04,262000,7.49,29.99,400.4
2016-07-26,256000,29.99,7.49,24.97
2016-07-29,255000,7.49,29.99,400.4
2016-09-08,262000,29.99,7.49,24.97
2016-09-12,261000,7.49,29.99,400.4
2016-11-23,272000,29.99,7.49,24.97
2016-11-29,263000,7.49,29.99,400.4
2016-12-22,275000,29.99,7.49,24.97
2017-01-02,274000,7.49,29.99,400.4
2017-02-22,280000,29.99,7.49,24.97
2017-02-24,276000,7.49,29.99,400.4
2017-03-31,283000,29.99,19.99,66.66
2017-06-07,281000,19.99,6.79,33.97
2017-06-09,278000,6.79,19.99,294.4
2017-06-22,280000,19.99,6.79,33.97
2017-07-05,289000,6.79,19.99,294.4
2017-07-18,282000,19.99,14.99,74.99
2017-07-20,284000,14.99,5.99,39.96
2017-07-24,280000,5.99,14.99,250.25
2017-09-07,287000,14.99,5.99,39.96
2017-09-11,289000,5.99,14.99,250.25
2017-11-23,290000,14.99,5.09,33.96
2017-11-28,289000,5.09,14.99,294.5
2017-12-22,290000,14.99,5.09,33.96
2018-01-04,293000,5.09,14.99,294.5
2018-02-16,282000,14.99,5.09,33.96
2018-02-19,280000,5.09,14.99,294.5
2018-03-24,273000,14.99,5.09,33.96
2018-03-26,274000,5.09,14.99,294.5
2018-05-31,214000,14.99,4.49,29.95
2018-06-04,261000,4.49,14.99,333.85
2018-06-20,261000,14.99,4.49,29.95
2018-07-05,262000,4.49,14.99,333.85
2018-08-02,262000,14.99,3.74,24.95
2018-08-06,262000,3.74,14.99,400.8
2018-09-20,264000,14.99,3.74,24.95
2018-09-24,265000,3.74,14.99,400.8
2018-10-19,265000,14.99,3.74,24.95
2018-10-21,265000,3.74,14.99,400.8
2018-11-21,265000,14.99,3.74,24.95
2018-11-27,266000,3.74,14.99,400.8
2018-12-20,267000,14.99,3.74,24.95
2019-01-03,267000,3.74,14.99,400.8
2019-02-04,268000,14.99,3.74,24.95
2019-02-11,268000,3.74,14.99,400.8
2019-06-25,278000,14.99,3.74,24.95
2019-07-09,240000,3.74,14.99,400.8
2019-08-01,279000,14.99,3.74,24.95
2019-08-05,280000,3.74,14.99,400.8
2019-09-11,280000,14.99,3.74,24.95
2019-09-16,280000,3.74,14.99,400.8
2019-10-17,280000,14.99,3.74,24.95
2019-10-21,281000,3.74,14.99,400.8
2019-11-26,282000,14.99,3.74,24.95
2019-12-03,282000,3.74,14.99,400.8
2019-12-19,277000,14.99,3.74,24.95
2020-01-02,278000,3.74,14.99,400.8
2020-01-23,254000,14.99,3.74,24.95
2020-01-27,250000,3.74,14.99,400.8
2020-02-02,246000,14.99,3.74,24.95
2020-02-04,246000,3.74,14.99,400.8
2020-05-28,254000,14.99,2.99,19.95
2020-06-01,257000,2.99,14.99,501.34
2020-06-25,258000,14.99,2.99,19.95
2020-07-09,227000,2.99,14.99,501.34
2020-09-10,264000,14.99,2.99,19.95
2020-09-14,266000,2.99,14.99,501.34
2020-10-21,229000,14.99,2.99,19.95
2020-10-26,268000,2.99,14.99,501.34
2020-11-25,271000,14.99,2.99,19.95
2020-12-01,271000,2.99,14.99,501.34
2020-12-22,274000,14.99,2.99,19.95
2021-01-05,275000,2.99,14.99,501.34
2021-06-03,279000,14.99,2.99,19.95
2021-06-10,224000,2.99,14.99,501.34
2021-10-20,287000,14.99,2.99,19.95
2021-10-25,289000,2.99,14.99,501.34
2021-10-28,289000,14.99,2.99,19.95
2021-11-01,289000,2.99,14.99,501.34
2021-11-24,290000,14.99,2.99,19.95
2021-11-30,291000,2.99,14.99,501.34
2021-12-22,293000,14.99,2.99,19.95
2022-01-05,294000,2.99,14.99,501.34
2022-01-26,296000,14.99,2.24,14.94
2022-02-03,300000,2.24,14.99,669.2
2022-02-20,298000,14.99,2.24,14.94
2022-02-28,299000,2.24,14.99,669.2
2022-03-24,301000,14.99,2.24,14.94
2022-03-28,302000,2.24,14.99,669.2
2022-05-31,310000,14.99,2.24,14.94
2022-06-08,311000,2.24,14.99,669.2
2022-06-22,311000,14.99,2.24,14.94
2022-07-21,313000,2.24,14.99,669.2
2022-09-19,315000,14.99,2.24,14.94
2022-09-26,315000,2.24,14.99,669.2
