date,Owners,Price,PriceChangeTo,discount
2017-03-30,22000,0.0,17.99,
2017-04-07,30000,17.99,19.99,111.12
2017-05-31,38000,19.99,14.99,74.99
2017-06-07,43000,14.99,19.99,133.36
2017-06-22,45000,19.99,9.99,49.97
2017-07-05,45000,9.99,19.99,200.1
2017-07-27,49000,19.99,14.99,74.99
2017-09-12,52000,14.99,5.09,33.96
2017-09-18,53000,5.09,14.99,294.5
2017-10-26,66000,14.99,3.74,24.95
2017-11-01,71000,3.74,14.99,400.8
2017-11-22,72000,14.99,3.75,25.02
2017-11-28,73000,3.75,14.99,399.73
2017-12-21,111000,14.99,3.74,24.95
2018-01-04,133000,3.74,14.99,400.8
2018-02-15,139000,14.99,2.99,19.95
2018-02-19,142000,2.99,14.99,501.34
2018-04-27,149000,14.99,2.24,14.94
2018-04-29,167000,2.24,14.99,669.2
2018-06-21,149000,14.99,3.74,24.95
2018-07-05,156000,3.74,14.99,400.8
2018-10-29,194000,14.99,2.24,14.94
2018-11-01,197000,2.24,14.99,669.2
2018-11-21,192000,14.99,2.24,14.94
2018-11-27,202000,2.24,14.99,669.2
2018-12-20,207000,14.99,2.24,14.94
2019-01-03,224000,2.24,14.99,669.2
2019-02-04,240000,14.99,2.24,14.94
2019-02-11,239000,2.24,14.99,669.2
2019-02-26,230000,14.99,9.99,66.64
2019-05-28,49000,9.99,1.49,14.91
2019-06-03,76000,1.49,9.99,670.47
2019-06-25,76000,9.99,1.49,14.91
2019-07-09,80000,1.49,9.99,670.47
2019-08-19,82000,9.99,1.49,14.91
2019-08-25,82000,1.49,9.99,670.47
2019-09-03,82000,9.99,4.99,49.95
2019-10-14,86000,4.99,0.99,19.84
2019-10-21,87000,0.99,4.99,504.04
2019-10-28,87000,4.99,0.74,14.83
2019-10-31,88000,0.74,4.99,674.32
2019-11-26,90000,4.99,0.74,14.83
2019-12-03,91000,0.74,4.99,674.32
2019-12-19,92000,4.99,0.74,14.83
2020-01-02,94000,0.74,4.99,674.32
2020-01-23,85000,4.99,0.49,9.82
2020-01-26,86000,0.49,4.99,1018.37
2020-05-05,91000,4.99,0.74,14.83
2020-05-11,87000,0.74,4.99,674.32
2020-06-25,87000,4.99,0.74,14.83
2020-07-10,89000,0.74,4.99,674.32
2020-09-21,98000,4.99,0.99,19.84
2020-09-28,100000,0.99,4.99,504.04
2020-10-29,18000,4.99,0.74,14.83
2020-11-02,108000,0.74,4.99,674.32
2020-11-25,19000,4.99,0.74,14.83
2020-12-01,113000,0.74,4.99,674.32
2020-12-22,116000,4.99,0.74,14.83
2021-01-05,121000,0.74,4.99,674.32
2021-02-11,132000,4.99,0.49,9.82
2021-02-14,132000,0.49,4.99,1018.37
2021-06-24,147000,4.99,0.49,9.82
2021-07-08,148000,0.49,4.99,1018.37
2021-10-28,154000,4.99,0.49,9.82
2021-11-01,154000,0.49,4.99,1018.37
2021-11-24,20000,4.99,0.49,9.82
2021-12-01,157000,0.49,4.99,1018.37
2021-12-22,160000,4.99,0.49,9.82
2022-01-05,161000,0.49,4.99,1018.37
2022-01-27,161000,4.99,0.49,9.82
2022-02-03,162000,0.49,4.99,1018.37
2022-10-24,184000,4.99,0.74,14.83
2022-10-31,183000,0.74,4.99,674.32
