date,Owners,Price,PriceChangeTo,discount
2015-06-11,1604000,9.99,1.49,14.91
2015-06-13,1623000,1.49,2.49,167.11
2015-06-22,1622000,2.49,9.99,401.2
2015-08-13,1654000,9.99,2.49,24.92
2015-08-17,1665000,2.49,9.99,401.2
2015-10-29,1739000,9.99,2.49,24.92
2015-11-02,1728000,2.49,9.99,401.2
2015-11-19,1746000,9.99,2.49,24.92
2015-11-23,1756000,2.49,9.99,401.2
2015-11-25,1748000,9.99,2.49,24.92
2015-12-01,1764000,2.49,9.99,401.2
2015-12-22,1780000,9.99,2.49,24.92
2016-01-04,1813000,2.49,9.99,401.2
2016-02-05,1889000,9.99,2.49,24.92
2016-02-12,1842000,2.49,9.99,401.2
2016-03-14,1854000,9.99,2.49,24.92
2016-03-21,1850000,2.49,9.99,401.2
2016-05-05,1884000,9.99,2.49,24.92
2016-05-09,1905000,2.49,9.99,401.2
2016-06-22,1928000,9.99,4.99,49.95
2016-06-23,1928000,4.99,2.49,49.9
2016-07-04,1953000,2.49,9.99,401.2
2016-10-28,2070000,9.99,2.49,24.92
2016-11-01,2071000,2.49,9.99,401.2
2016-11-23,2092000,9.99,2.49,24.92
2016-11-29,2077000,2.49,9.99,401.2
2016-12-22,2138000,9.99,2.49,24.92
2017-01-02,2157000,2.49,9.99,401.2
2017-02-28,2132000,9.99,2.49,24.92
2017-03-03,2126000,2.49,9.99,401.2
2017-05-18,2179000,9.99,2.49,24.92
2017-05-22,2206000,2.49,9.99,401.2
2017-06-22,2217000,9.99,2.49,24.92
2017-07-05,2267000,2.49,9.99,401.2
2017-10-26,2367000,9.99,2.49,24.92
2017-11-01,2369000,2.49,9.99,401.2
2017-11-06,2348000,9.99,6.79,67.97
2017-11-13,2343000,6.79,9.99,147.13
2017-11-22,2386000,9.99,2.49,24.92
2017-11-28,2372000,2.49,9.99,401.2
2017-12-16,2390000,9.99,2.49,24.92
2017-12-18,2384000,2.49,9.99,401.2
2017-12-21,2387000,9.99,2.49,24.92
2018-01-04,2439000,2.49,9.99,401.2
2018-01-07,2416000,9.99,2.49,24.92
2018-01-15,2383000,2.49,9.99,401.2
2018-02-15,2400000,9.99,2.49,24.92
2018-02-19,2395000,2.49,9.99,401.2
2018-03-13,2401000,9.99,19.99,200.1
2018-03-14,2408000,19.99,9.99,49.97
2018-05-10,2181000,9.99,2.49,24.92
2018-05-14,2197000,2.49,9.99,401.2
2018-06-20,2198000,9.99,2.49,24.92
2018-07-05,2216000,2.49,9.99,401.2
2018-10-29,2250000,9.99,2.49,24.92
2018-11-01,2256000,2.49,9.99,401.2
2018-11-02,2258000,9.99,2.49,24.92
2018-11-04,2264000,2.49,9.99,401.2
2018-11-21,2260000,9.99,2.49,24.92
2018-11-27,2272000,2.49,9.99,401.2
2018-12-20,2281000,9.99,2.49,24.92
2019-01-03,2295000,2.49,9.99,401.2
2019-01-06,2298000,9.99,2.49,24.92
2019-01-14,2302000,2.49,9.99,401.2
2019-02-04,2304000,9.99,2.49,24.92
2019-02-11,2309000,2.49,9.99,401.2
2019-06-09,2464000,9.99,2.49,24.92
2019-06-14,2480000,2.49,9.99,401.2
2019-06-25,2476000,9.99,2.49,24.92
2019-07-09,2547000,2.49,9.99,401.2
2019-08-29,2559000,9.99,2.49,24.92
2019-09-02,2572000,2.49,9.99,401.2
2019-09-30,2571000,9.99,2.49,24.92
2019-10-07,2580000,2.49,9.99,401.2
2019-10-27,2584000,9.99,2.49,24.92
2019-11-01,2589000,2.49,9.99,401.2
2019-11-10,2596000,9.99,2.49,24.92
2019-11-12,2599000,2.49,9.99,401.2
2019-11-26,1073000,9.99,2.49,24.92
2019-12-03,2622000,2.49,9.99,401.2
2019-12-18,2626000,9.99,2.49,24.92
2020-01-02,2644000,2.49,9.99,401.2
2020-01-13,1240000,9.99,2.49,24.92
2020-01-20,2532000,2.49,9.99,401.2
2020-01-23,2426000,9.99,2.49,24.92
2020-01-27,2388000,2.49,9.99,401.2
2020-04-16,2390000,9.99,2.49,24.92
2020-04-20,2406000,2.49,9.99,401.2
2020-06-25,1195000,9.99,2.49,24.92
2020-07-09,2435000,2.49,9.99,401.2
2020-10-25,1252000,9.99,1.99,19.92
2020-10-27,2507000,1.99,9.99,502.01
2020-10-29,2497000,9.99,2.49,24.92
2020-11-02,1258000,2.49,9.99,401.2
2020-11-25,2503000,9.99,2.49,24.92
2020-12-01,2511000,2.49,9.99,401.2
2020-12-22,2517000,9.99,2.49,24.92
2021-01-10,2534000,2.49,9.99,401.2
2021-02-11,2539000,9.99,2.49,24.92
2021-02-15,2539000,2.49,9.99,401.2
2021-05-06,2515000,9.99,1.99,19.92
2021-05-11,2532000,1.99,9.99,502.01
2021-06-12,2536000,9.99,1.99,19.92
2021-06-16,2552000,1.99,9.99,502.01
2021-06-24,2548000,9.99,1.99,19.92
2021-07-08,2561000,1.99,9.99,502.01
2021-10-28,2611000,9.99,1.99,19.92
2021-11-01,2625000,1.99,9.99,502.01
2021-11-24,2633000,9.99,1.99,19.92
2021-12-01,2668000,1.99,9.99,502.01
2021-12-22,2671000,9.99,1.99,19.92
2022-01-05,2699000,1.99,9.99,502.01
2022-01-26,2707000,9.99,1.99,19.92
2022-02-03,2725000,1.99,9.99,502.01
2022-03-28,2749000,9.99,1.99,19.92
2022-04-04,2763000,1.99,9.99,502.01
2022-05-05,2784000,9.99,1.99,19.92
2022-05-16,2810000,1.99,9.99,502.01
2022-06-23,2833000,9.99,1.99,19.92
2022-07-07,2857000,1.99,9.99,502.01
