date,Owners,Price,PriceChangeTo,discount
2016-05-19,164000,23.99,29.99,125.01
2016-12-22,308000,29.99,17.99,59.99
2017-01-02,357000,17.99,29.99,166.7
2017-02-14,403000,29.99,14.99,49.98
2017-02-20,432000,14.99,29.99,200.07
2017-06-22,458000,29.99,14.99,49.98
2017-07-05,489000,14.99,29.99,200.07
2017-12-21,536000,29.99,14.99,49.98
2018-01-04,566000,14.99,29.99,200.07
2018-03-01,586000,29.99,14.99,49.98
2018-03-05,596000,14.99,29.99,200.07
2018-06-21,536000,29.99,14.99,49.98
2018-07-05,554000,14.99,29.99,200.07
2018-11-21,579000,29.99,14.99,49.98
2018-11-27,587000,14.99,29.99,200.07
2018-12-20,590000,29.99,14.99,49.98
2019-01-03,596000,14.99,29.99,200.07
2019-06-25,640000,29.99,23.99,79.99
2019-07-09,656000,23.99,29.99,125.01
2019-09-11,666000,29.99,17.99,59.99
2019-09-15,665000,17.99,29.99,166.7
2019-12-19,693000,29.99,14.99,49.98
2020-01-02,704000,14.99,29.99,200.07
2020-02-27,639000,29.99,14.99,49.98
2020-03-02,652000,14.99,29.99,200.07
2020-04-29,697000,29.99,14.99,49.98
2020-05-06,716000,14.99,29.99,200.07
2020-06-25,712000,29.99,14.99,49.98
2020-07-09,737000,14.99,29.99,200.07
2020-09-23,748000,29.99,14.99,49.98
2020-10-07,766000,14.99,29.99,200.07
2020-12-22,766000,29.99,14.99,49.98
2021-01-05,788000,14.99,29.99,200.07
2021-03-18,589000,29.99,14.99,49.98
2021-03-29,1043000,14.99,29.99,200.07
2021-06-24,809000,29.99,14.99,49.98
2021-07-08,820000,14.99,29.99,200.07
2021-09-29,806000,29.99,14.99,49.98
2021-10-13,825000,14.99,29.99,200.07
2021-12-16,800000,29.99,14.99,49.98
2022-01-05,828000,14.99,29.99,200.07
2022-03-17,802000,29.99,14.99,49.98
2022-03-28,828000,14.99,29.99,200.07
2022-04-28,757000,29.99,14.99,49.98
2022-05-11,822000,14.99,29.99,200.07
2022-06-23,832000,29.99,14.99,49.98
2022-07-07,853000,14.99,29.99,200.07
2022-09-14,818000,29.99,14.99,49.98
2022-09-29,829000,14.99,29.99,200.07
